category_id,category,month,rank,series_id,name,units,price,link,image_url,series_url
1,燃油车,2026-06,21,5137,捷达VA3,3060,6.78-9.48万,https://www.autohome.com.cn/5137/#pvareaid=6861512,public/autohome_energy/hezi/images/1/21_20_捷达VA3.png,https://www.autohome.com.cn/5137/#pvareaid=6861512
1,燃油车,2026-06,22,4809,英仕派,2481,18.28-21.38万,https://www.autohome.com.cn/4809/#pvareaid=6861512,public/autohome_energy/hezi/images/1/22_21_英仕派.png,https://www.autohome.com.cn/4809/#pvareaid=6861512
1,燃油车,2026-06,23,692,奥迪A4L,2166,28.98-36.28万,https://www.autohome.com.cn/692/#pvareaid=6861512,public/autohome_energy/hezi/images/1/23_22_奥迪A4L.png,https://www.autohome.com.cn/692/#pvareaid=6861512
1,燃油车,2026-06,24,3158,沃尔沃S60,2121,30.69-38.49万,https://www.autohome.com.cn/3158/#pvareaid=6861512,public/autohome_energy/hezi/images/1/24_23_沃尔沃S60.png,https://www.autohome.com.cn/3158/#pvareaid=6861512
1,燃油车,2026-06,25,5349,凯迪拉克CT5,1852,28.99-34.59万,https://www.autohome.com.cn/5349/#pvareaid=6861512,public/autohome_energy/hezi/images/1/25_24_凯迪拉克CT5.png,https://www.autohome.com.cn/5349/#pvareaid=6861512
1,燃油车,2026-06,26,117,蒙迪欧,1803,14.98-22.98万,https://www.autohome.com.cn/117/#pvareaid=6861512,public/autohome_energy/hezi/images/1/26_25_蒙迪欧.png,https://www.autohome.com.cn/117/#pvareaid=6861512
1,燃油车,2026-06,27,135,思域,1751,9.79-17.79万,https://www.autohome.com.cn/135/#pvareaid=6861512,public/autohome_energy/hezi/images/1/27_26_思域.png,https://www.autohome.com.cn/135/#pvareaid=6861512
1,燃油车,2026-06,28,871,高尔夫,1452,12.99-15.89万,https://www.autohome.com.cn/871/#pvareaid=6861512,public/autohome_energy/hezi/images/1/28_27_高尔夫.png,https://www.autohome.com.cn/871/#pvareaid=6861512
1,燃油车,2026-06,29,164,君威,1435,15.98-17.58万,https://www.autohome.com.cn/164/#pvareaid=6861512,public/autohome_energy/hezi/images/1/29_28_君威.png,https://www.autohome.com.cn/164/#pvareaid=6861512
1,燃油车,2026-06,30,2886,起亚K3,1326,11.29-14.39万,https://www.autohome.com.cn/2886/#pvareaid=6861512,public/autohome_energy/hezi/images/1/30_29_起亚K3.png,https://www.autohome.com.cn/2886/#pvareaid=6861512
1,燃油车,2026-06,31,3457,凌渡,1187,15.09-19.59万,https://www.autohome.com.cn/3457/#pvareaid=6861512,public/autohome_energy/hezi/images/1/31_30_凌渡.png,https://www.autohome.com.cn/3457/#pvareaid=6861512
1,燃油车,2026-06,32,2649,索纳塔,735,13.98-17.38万,https://www.autohome.com.cn/2649/#pvareaid=6861512,public/autohome_energy/hezi/images/1/32_31_索纳塔.png,https://www.autohome.com.cn/2649/#pvareaid=6861512
1,燃油车,2026-06,33,6120,凡尔赛C5 X,731,10.17-18.67万,https://www.autohome.com.cn/6120/#pvareaid=6861512,public/autohome_energy/hezi/images/1/33_32_凡尔赛C5_X.png,https://www.autohome.com.cn/6120/#pvareaid=6861512
1,燃油车,2026-06,34,7817,奥迪A5L Sportback,723,27.99-39.99万,https://www.autohome.com.cn/7817/#pvareaid=6861512,public/autohome_energy/hezi/images/1/34_33_奥迪A5L_Sportback.png,https://www.autohome.com.cn/7817/#pvareaid=6861512
1,燃油车,2026-06,35,905,一汽-大众CC,716,22.49-24.99万,https://www.autohome.com.cn/905/#pvareaid=6861512,public/autohome_energy/hezi/images/1/35_34_一汽-大众CC.png,https://www.autohome.com.cn/905/#pvareaid=6861512
1,燃油车,2026-06,36,6477,林肯Z,713,23.58-36.58万,https://www.autohome.com.cn/6477/#pvareaid=6861512,public/autohome_energy/hezi/images/1/36_35_林肯Z.png,https://www.autohome.com.cn/6477/#pvareaid=6861512
1,燃油车,2026-06,37,987,标致408,527,10.97-11.87万,https://www.autohome.com.cn/987/#pvareaid=6861512,public/autohome_energy/hezi/images/1/37_36_标致408.png,https://www.autohome.com.cn/987/#pvareaid=6861512
1,燃油车,2026-06,38,4206,沃尔沃S90,510,40.69-50.59万,https://www.autohome.com.cn/4206/#pvareaid=6861512,public/autohome_energy/hezi/images/1/38_37_沃尔沃S90.png,https://www.autohome.com.cn/4206/#pvareaid=6861512
1,燃油车,2026-06,39,813,福瑞迪,408,7.88-13.98万,https://www.autohome.com.cn/813/#pvareaid=6861512,public/autohome_energy/hezi/images/1/39_38_福瑞迪.png,https://www.autohome.com.cn/813/#pvareaid=6861512
1,燃油车,2026-06,40,3294,马自达3 昂克赛拉,390,8.99-18.99万,https://www.autohome.com.cn/3294/#pvareaid=6861512,public/autohome_energy/hezi/images/1/40_39_马自达3_昂克赛拉.png,https://www.autohome.com.cn/3294/#pvareaid=6861512
1,燃油车,2026-06,41,7827,宝马2系,331,20.80-22.80万,https://www.autohome.com.cn/7827/#pvareaid=6861512,public/autohome_energy/hezi/images/1/41_40_宝马2系.png,https://www.autohome.com.cn/7827/#pvareaid=6861512
1,燃油车,2026-06,42,5998,奥迪A7L,250,41.87-66.62万,https://www.autohome.com.cn/5998/#pvareaid=6861512,public/autohome_energy/hezi/images/1/42_41_奥迪A7L.png,https://www.autohome.com.cn/5998/#pvareaid=6861512
1,燃油车,2026-06,43,3462,雷凌,129,11.38-14.88万,https://www.autohome.com.cn/3462/#pvareaid=6861512,public/autohome_energy/hezi/images/1/43_42_雷凌.png,https://www.autohome.com.cn/3462/#pvareaid=6861512
1,燃油车,2026-06,44,3751,威朗,128,12.89-15.89万,https://www.autohome.com.cn/3751/#pvareaid=6861512,public/autohome_energy/hezi/images/1/44_43_威朗.png,https://www.autohome.com.cn/3751/#pvareaid=6861512
1,燃油车,2026-06,45,6386,型格,110,13.99-17.09万,https://www.autohome.com.cn/6386/#pvareaid=6861512,public/autohome_energy/hezi/images/1/45_44_型格.png,https://www.autohome.com.cn/6386/#pvareaid=6861512
1,燃油车,2026-06,46,3802,凯迪拉克CT6,109,36.99-42.99万,https://www.autohome.com.cn/3802/#pvareaid=6861512,public/autohome_energy/hezi/images/1/46_45_凯迪拉克CT6.png,https://www.autohome.com.cn/3802/#pvareaid=6861512
1,燃油车,2026-06,47,7890,捷达VA7,106,9.98-12.98万,https://www.autohome.com.cn/7890/#pvareaid=6861512,public/autohome_energy/hezi/images/1/47_46_捷达VA7.png,https://www.autohome.com.cn/7890/#pvareaid=6861512
1,燃油车,2026-06,48,425,骐达TIIDA,91,8.99-11.59万,https://www.autohome.com.cn/425/#pvareaid=6861512,public/autohome_energy/hezi/images/1/48_47_骐达TIIDA.png,https://www.autohome.com.cn/425/#pvareaid=6861512
1,燃油车,2026-06,49,2299,标致508,78,16.37-19.47万,https://www.autohome.com.cn/2299/#pvareaid=6861512,public/autohome_energy/hezi/images/1/49_48_标致508.png,https://www.autohome.com.cn/2299/#pvareaid=6861512
1,燃油车,2026-06,50,4083,捷豹XFL,53,43.99-48.99万,https://www.autohome.com.cn/4083/#pvareaid=6861512,public/autohome_energy/hezi/images/1/50_49_捷豹XFL.png,https://www.autohome.com.cn/4083/#pvareaid=6861512
456,新能源,2026-06,1,8243,日产N6,2501,10.39-12.99万,https://www.autohome.com.cn/8243/#pvareaid=6861512,public/autohome_energy/hezi/images/456/1_0_日产N6.png,https://www.autohome.com.cn/8243/#pvareaid=6861512
456,新能源,2026-06,2,7724,铂智7,1757,16.98-22.98万,https://www.autohome.com.cn/7724/#pvareaid=6861512,public/autohome_energy/hezi/images/456/2_1_铂智7.png,https://www.autohome.com.cn/7724/#pvareaid=6861512
456,新能源,2026-06,3,7935,日产N7,1417,11.99-15.89万,https://www.autohome.com.cn/7935/#pvareaid=6861512,public/autohome_energy/hezi/images/456/3_2_日产N7.png,https://www.autohome.com.cn/7935/#pvareaid=6861512
456,新能源,2026-06,4,6903,丰田bZ3,1410,10.98-19.98万,https://www.autohome.com.cn/6903/#pvareaid=6861512,public/autohome_energy/hezi/images/456/4_3_丰田bZ3.png,https://www.autohome.com.cn/6903/#pvareaid=6861512
456,新能源,2026-06,5,6544,宝马i3,1039,27.80-33.80万,https://www.autohome.com.cn/6544/#pvareaid=6861512,public/autohome_energy/hezi/images/456/5_4_宝马i3.png,https://www.autohome.com.cn/6544/#pvareaid=6861512
456,新能源,2026-06,6,7692,马自达EZ-6,1033,11.98-16.28万,https://www.autohome.com.cn/7692/#pvareaid=6861512,public/autohome_energy/hezi/images/456/6_5_马自达EZ-6.png,https://www.autohome.com.cn/7692/#pvareaid=6861512
456,新能源,2026-06,7,6265,大众ID.3,680,12.99-15.59万,https://www.autohome.com.cn/6265/#pvareaid=6861512,public/autohome_energy/hezi/images/456/7_6_大众ID_3.png,https://www.autohome.com.cn/6265/#pvareaid=6861512
456,新能源,2026-06,8,4904,帕萨特插电混动,382,21.59-25.59万,https://www.autohome.com.cn/4904/#pvareaid=6861512,public/autohome_energy/hezi/images/456/8_7_帕萨特插电混动.png,https://www.autohome.com.cn/4904/#pvareaid=6861512
456,新能源,2026-06,9,8100,别克至境L7,354,17.39-21.99万,https://www.autohome.com.cn/8100/#pvareaid=6861512,public/autohome_energy/hezi/images/456/9_8_别克至境L7.png,https://www.autohome.com.cn/8100/#pvareaid=6861512
456,新能源,2026-06,10,7925,奥迪E5 Sportback,270,23.59-31.99万,https://www.autohome.com.cn/7925/#pvareaid=6861512,public/autohome_energy/hezi/images/456/10_9_奥迪E5_Sportback.png,https://www.autohome.com.cn/7925/#pvareaid=6861512
456,新能源,2026-06,11,7344,宝马i5,249,36.80-53.99万,https://www.autohome.com.cn/7344/#pvareaid=6861512,public/autohome_energy/hezi/images/456/11_10_宝马i5.png,https://www.autohome.com.cn/7344/#pvareaid=6861512
456,新能源,2026-06,12,8465,smart精灵#6,198,17.99-22.99万,https://www.autohome.com.cn/8465/#pvareaid=6861512,public/autohome_energy/hezi/images/456/12_11_smart精灵_6.png,https://www.autohome.com.cn/8465/#pvareaid=6861512
456,新能源,2026-06,13,4776,微蓝6,131,11.28-16.89万,https://www.autohome.com.cn/4776/#pvareaid=6861512,public/autohome_energy/hezi/images/456/13_12_微蓝6.png,https://www.autohome.com.cn/4776/#pvareaid=6861512
456,新能源,2026-06,14,7127,雅阁新能源,122,22.58-26.88万,https://www.autohome.com.cn/7127/#pvareaid=6861512,public/autohome_energy/hezi/images/456/14_13_雅阁新能源.png,https://www.autohome.com.cn/7127/#pvareaid=6861512
456,新能源,2026-06,15,5062,迈腾 PHEV,118,19.99-22.49万,https://www.autohome.com.cn/5062/#pvareaid=6861512,public/autohome_energy/hezi/images/456/15_14_迈腾_PHEV.png,https://www.autohome.com.cn/5062/#pvareaid=6861512
456,新能源,2026-06,16,8105,奥迪A6L e-tron,40,30.98-43.98万,https://www.autohome.com.cn/8105/#pvareaid=6861512,public/autohome_energy/hezi/images/456/16_15_奥迪A6L_e-tron.png,https://www.autohome.com.cn/8105/#pvareaid=6861512
456,新能源,2026-06,17,8084,奔驰CLA新能源,35,22.90-28.56万,https://www.autohome.com.cn/8084/#pvareaid=6861512,public/autohome_energy/hezi/images/456/17_16_奔驰CLA新能源.png,https://www.autohome.com.cn/8084/#pvareaid=6861512
456,新能源,2026-06,18,8050,沃尔沃ES90,27,53.99-62.99万,https://www.autohome.com.cn/8050/#pvareaid=6861512,public/autohome_energy/hezi/images/456/18_17_沃尔沃ES90.png,https://www.autohome.com.cn/8050/#pvareaid=6861512
456,新能源,2026-06,19,7407,灵悉L,21,14.98-15.58万,https://www.autohome.com.cn/7407/#pvareaid=6861512,public/autohome_energy/hezi/images/456/19_18_灵悉L.png,https://www.autohome.com.cn/7407/#pvareaid=6861512
456,新能源,2026-06,20,4864,沃尔沃S90插电式混动,7,49.99-61.39万,https://www.autohome.com.cn/4864/#pvareaid=6861512,public/autohome_energy/hezi/images/456/20_19_沃尔沃S90插电式混动.png,https://www.autohome.com.cn/4864/#pvareaid=6861512
4,纯电动,2026-06,1,7724,铂智7,1757,16.98-22.98万,https://www.autohome.com.cn/7724/#pvareaid=6861512,public/autohome_energy/hezi/images/4/1_0_铂智7.png,https://www.autohome.com.cn/7724/#pvareaid=6861512
4,纯电动,2026-06,2,7935,日产N7,1417,11.99-15.89万,https://www.autohome.com.cn/7935/#pvareaid=6861512,public/autohome_energy/hezi/images/4/2_1_日产N7.png,https://www.autohome.com.cn/7935/#pvareaid=6861512
4,纯电动,2026-06,3,6903,丰田bZ3,1410,10.98-19.98万,https://www.autohome.com.cn/6903/#pvareaid=6861512,public/autohome_energy/hezi/images/4/3_2_丰田bZ3.png,https://www.autohome.com.cn/6903/#pvareaid=6861512
4,纯电动,2026-06,4,6544,宝马i3,1039,27.80-33.80万,https://www.autohome.com.cn/6544/#pvareaid=6861512,public/autohome_energy/hezi/images/4/4_3_宝马i3.png,https://www.autohome.com.cn/6544/#pvareaid=6861512
4,纯电动,2026-06,5,6265,大众ID.3,680,12.99-15.59万,https://www.autohome.com.cn/6265/#pvareaid=6861512,public/autohome_energy/hezi/images/4/5_4_大众ID_3.png,https://www.autohome.com.cn/6265/#pvareaid=6861512
4,纯电动,2026-06,6,7925,奥迪E5 Sportback,270,23.59-31.99万,https://www.autohome.com.cn/7925/#pvareaid=6861512,public/autohome_energy/hezi/images/4/6_5_奥迪E5_Sportback.png,https://www.autohome.com.cn/7925/#pvareaid=6861512
4,纯电动,2026-06,7,7344,宝马i5,249,36.80-53.99万,https://www.autohome.com.cn/7344/#pvareaid=6861512,public/autohome_energy/hezi/images/4/7_6_宝马i5.png,https://www.autohome.com.cn/7344/#pvareaid=6861512
4,纯电动,2026-06,8,4776,微蓝6,131,11.28-16.89万,https://www.autohome.com.cn/4776/#pvareaid=6861512,public/autohome_energy/hezi/images/4/8_7_微蓝6.png,https://www.autohome.com.cn/4776/#pvareaid=6861512
4,纯电动,2026-06,9,8105,奥迪A6L e-tron,40,30.98-43.98万,https://www.autohome.com.cn/8105/#pvareaid=6861512,public/autohome_energy/hezi/images/4/9_8_奥迪A6L_e-tron.png,https://www.autohome.com.cn/8105/#pvareaid=6861512
4,纯电动,2026-06,10,8084,奔驰CLA新能源,35,22.90-28.56万,https://www.autohome.com.cn/8084/#pvareaid=6861512,public/autohome_energy/hezi/images/4/10_9_奔驰CLA新能源.png,https://www.autohome.com.cn/8084/#pvareaid=6861512
4,纯电动,2026-06,11,8050,沃尔沃ES90,27,53.99-62.99万,https://www.autohome.com.cn/8050/#pvareaid=6861512,public/autohome_energy/hezi/images/4/11_10_沃尔沃ES90.png,https://www.autohome.com.cn/8050/#pvareaid=6861512
4,纯电动,2026-06,12,7407,灵悉L,21,14.98-15.58万,https://www.autohome.com.cn/7407/#pvareaid=6861512,public/autohome_energy/hezi/images/4/12_11_灵悉L.png,https://www.autohome.com.cn/7407/#pvareaid=6861512
5,插电混动,2026-06,1,8243,日产N6,2501,10.39-12.99万,https://www.autohome.com.cn/8243/#pvareaid=6861512,public/autohome_energy/hezi/images/5/1_0_日产N6.png,https://www.autohome.com.cn/8243/#pvareaid=6861512
5,插电混动,2026-06,2,4904,帕萨特插电混动,382,21.59-25.59万,https://www.autohome.com.cn/4904/#pvareaid=6861512,public/autohome_energy/hezi/images/5/2_1_帕萨特插电混动.png,https://www.autohome.com.cn/4904/#pvareaid=6861512
5,插电混动,2026-06,3,8465,smart精灵#6,198,17.99-22.99万,https://www.autohome.com.cn/8465/#pvareaid=6861512,public/autohome_energy/hezi/images/5/3_2_smart精灵_6.png,https://www.autohome.com.cn/8465/#pvareaid=6861512
5,插电混动,2026-06,4,7127,雅阁新能源,122,22.58-26.88万,https://www.autohome.com.cn/7127/#pvareaid=6861512,public/autohome_energy/hezi/images/5/4_3_雅阁新能源.png,https://www.autohome.com.cn/7127/#pvareaid=6861512
5,插电混动,2026-06,5,5062,迈腾 PHEV,118,19.99-22.49万,https://www.autohome.com.cn/5062/#pvareaid=6861512,public/autohome_energy/hezi/images/5/5_4_迈腾_PHEV.png,https://www.autohome.com.cn/5062/#pvareaid=6861512
5,插电混动,2026-06,6,4864,沃尔沃S90插电式混动,7,49.99-61.39万,https://www.autohome.com.cn/4864/#pvareaid=6861512,public/autohome_energy/hezi/images/5/6_5_沃尔沃S90插电式混动.png,https://www.autohome.com.cn/4864/#pvareaid=6861512
6,混动增程,2026-06,1,7692,马自达EZ-6,1033,11.98-16.28万,https://www.autohome.com.cn/7692/#pvareaid=6861512,public/autohome_energy/hezi/images/6/1_0_马自达EZ-6.png,https://www.autohome.com.cn/7692/#pvareaid=6861512
6,混动增程,2026-06,2,8100,别克至境L7,354,17.39-21.99万,https://www.autohome.com.cn/8100/#pvareaid=6861512,public/autohome_energy/hezi/images/6/2_1_别克至境L7.png,https://www.autohome.com.cn/8100/#pvareaid=6861512
