rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
51,奔驰GLC,GLC,7145,-8.0,https://www.autohome.com.cn/3862/#pvareaid=6861512,35.18-46.28万,./images/by_series/3862_9e5b5e4e.png,奔驰,Mercedes-Benz
52,宏光MINIEV,ウーリンMINIEV,7133,-45.0,https://www.autohome.com.cn/5714/#pvareaid=6861512,3.58-5.58万,./images/by_series/5714_148c34d5.png,五菱汽车,Wuling（五菱）
53,秦PLUS,Qin PLUS,6983,-51.0,https://www.autohome.com.cn/5964/#pvareaid=6861512,7.98-17.98万,./images/by_series/5964_f0d2ce56.png,比亚迪,BYD
54,天籁,ティアナ,6724,31.0,https://www.autohome.com.cn/634/#pvareaid=6861512,13.99-23.98万,./images/by_series/634_0a4c7356.png,日产,日産
55,小鹏MONA M03,MONA M03,6718,-6.0,https://www.autohome.com.cn/6998/#pvareaid=6861512,11.98-15.18万,./images/by_series/6998_c30bf1ac.png,小鹏,Xpeng
56,魏牌 高山,Gaoshan,6707,3.0,https://www.autohome.com.cn/7076/#pvareaid=6861512,27.28-35.38万,./images/by_series/7076_f28d5471.png,魏牌,WEY（魏牌）
57,海狮06,シーライオン06 (Sealion 06),6640,-48.0,https://www.autohome.com.cn/8087/#pvareaid=6861512,13.98-19.98万,./images/by_series/8087_a74f42d8.png,比亚迪,BYD
58,极氪9X,Zeekr 9X,6603,7.0,https://www.autohome.com.cn/7835/#pvareaid=6861512,46.59-59.99万,./images/by_series/7835_df7221ff.png,极氪,Zeekr（极氪）
59,银河M9,Galaxy M9,6592,-1.0,https://www.autohome.com.cn/7165/#pvareaid=6861512,18.38-26.98万,./images/by_series/7165_9f8a33f5.png,吉利银河,Geely Galaxy（吉利銀河）
60,极氪7X,Zeekr 7X,6468,78.0,https://www.autohome.com.cn/7777/#pvareaid=6861512,22.98-26.98万,./images/by_series/7777_005b766e.png,极氪,Zeekr（极氪）
61,逍客,キャシュカイ,6405,55.0,https://www.autohome.com.cn/564/#pvareaid=6861512,12.59-17.49万,./images/by_series/564_d8648c7a.png,日产,日産
62,君越,ラクロス (LaCrosse),6403,61.0,https://www.autohome.com.cn/834/#pvareaid=6861512,20.99-23.99万,./images/by_series/834_bbd3793d.png,别克,Buick
63,领克03,Lynk & Co 03,6402,66.0,https://www.autohome.com.cn/4402/#pvareaid=6861512,12.18-42.03万,./images/by_series/4402_18371ba7.png,领克,Lynk & Co
64,AION i60,AION i60,6351,8.0,https://www.autohome.com.cn/8245/#pvareaid=6861512,10.28-13.58万,./images/by_series/8245_363be78a.png,埃安,Aiways（埃安）
65,宝来,Bora,6108,37.0,https://www.autohome.com.cn/633/#pvareaid=6861512,8.29-11.39万,./images/by_series/633_16c748f6.png,大众,Volkswagen
66,缤果S,Binguo S,6077,-16.0,https://www.autohome.com.cn/8189/#pvareaid=6861512,6.68-8.98万,./images/by_series/8189_66c04414.png,五菱汽车,Wuling（五菱）
67,卡罗拉,カローラ,6043,80.0,https://www.autohome.com.cn/526/#pvareaid=6861512,11.68-15.58万,./images/by_series/526_00475b55.png,丰田,トヨタ
68,银河A7 EM,銀河A7 EM,5912,2.0,https://www.autohome.com.cn/8158/#pvareaid=6861512,8.98-13.18万,./images/by_series/8158_9a46172a.png,吉利银河,Geely Galaxy（吉利銀河）
69,荣威i5,i5,5900,86.0,https://www.autohome.com.cn/4869/#pvareaid=6861512,6.89-12.58万,./images/by_series/4869_ae80355f.png,荣威,Roewe（栄威）
70,皇冠陆放,クラウンクルーガー,5894,5.0,https://www.autohome.com.cn/6030/#pvareaid=6861512,28.48-33.28万,./images/by_series/6030_5b8c5f0d.png,丰田,トヨタ
71,海豹06,シール06 (Seal 06),5882,-40.0,https://www.autohome.com.cn/7588/#pvareaid=6861512,9.68-13.98万,./images/by_series/7588_ab6bcab0.png,比亚迪,BYD
72,秦L,Qin L,5877,-39.0,https://www.autohome.com.cn/7578/#pvareaid=6861512,9.68-15.38万,./images/by_series/7578_a18a8044.png,比亚迪,BYD
73,瑞虎9,Tiggo 9,5857,46.0,https://www.autohome.com.cn/7072/#pvareaid=6861512,14.79-20.99万,./images/by_series/7072_e27bfec7.png,奇瑞,Chery（奇瑞）
74,奥迪A3,A3,5770,19.0,https://www.autohome.com.cn/3170/#pvareaid=6861512,16.59-20.99万,./images/by_series/3170_38faeff7.png,奥迪,Audi
75,海豚,ドルフィン (Dolphin),5699,-40.0,https://www.autohome.com.cn/6139/#pvareaid=6861512,9.98-12.98万,./images/by_series/6139_57696108.png,比亚迪,BYD
76,传祺M8,Trumpchi M8,5445,87.0,https://www.autohome.com.cn/4174/#pvareaid=6861512,18.98-23.98万,./images/by_series/4174_f458b2a2.png,广汽传祺,GAC Trumpchi（広汽伝祺）
77,深蓝S05,Deepal S05,5359,15.0,https://www.autohome.com.cn/7740/#pvareaid=6861512,11.99-14.99万,./images/by_series/7740_dcfc21fd.png,深蓝汽车,Deepal（深藍）
78,海鸥,シーガル (Seagull),5329,-55.0,https://www.autohome.com.cn/6762/#pvareaid=6861512,6.98-8.59万,./images/by_series/6762_304bc195.png,比亚迪,BYD
79,AION Y,AION Y,5287,15.0,https://www.autohome.com.cn/5976/#pvareaid=6861512,9.98-14.58万,./images/by_series/5976_d4520118.png,埃安,Aiways（埃安）
80,星光730,Xingguang 730,5279,184.0,https://www.autohome.com.cn/8188/#pvareaid=6861512,7.30-9.18万,./images/by_series/8188_64c668e3.png,五菱汽车,Wuling（五菱）
81,问界M9,AITO M9,5278,-13.0,https://www.autohome.com.cn/7207/#pvareaid=6861512,46.98-59.98万,./images/by_series/7207_bd10b070.png,AITO 问界,AITO（問界）
82,元UP,Atto 2,5251,-61.0,https://www.autohome.com.cn/7538/#pvareaid=6861512,7.48-11.98万,./images/by_series/7538_fdb899f6.png,比亚迪,BYD
83,铂智3X,bZ3X,5228,6.0,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,./images/by_series/7712_17b0f5a9.png,丰田,トヨタ
84,捷途X70,X70,5223,69.0,https://www.autohome.com.cn/4683/#pvareaid=6861512,9.99-14.99万,./images/by_series/4683_5c436a8a.png,捷途,Jetour（捷途）
85,长安CS55PLUS,CS55 PLUS,5223,72.0,https://www.autohome.com.cn/5498/#pvareaid=6861512,9.29-11.39万,./images/by_series/5498_fdc320b1.png,长安,長安
86,五菱宏光,Wuling Hongguang,5196,190.0,https://www.autohome.com.cn/2139/#pvareaid=6861512,4.60-6.09万,./images/by_series/2139_3d9636e9.png,五菱汽车,Wuling（五菱）
87,格瑞维亚,グランビア,5068,-21.0,https://www.autohome.com.cn/6672/#pvareaid=6861512,29.98-41.68万,./images/by_series/6672_4261d4b4.png,丰田,トヨタ
88,伊兰特,エラントラ (Elantra),5061,3.0,https://www.autohome.com.cn/51/#pvareaid=6861512,9.98-14.98万,./images/by_series/51_c241b74c.png,现代,Hyundai
89,理想L6,L6,5025,-42.0,https://www.autohome.com.cn/6950/#pvareaid=6861512,24.98-27.98万,./images/by_series/6950_2d37dda3.png,理想汽车,Li Auto
90,奥迪A5L,A5L,5009,-10.0,https://www.autohome.com.cn/7855/#pvareaid=6861512,25.58-34.68万,./images/by_series/7855_c5e59703.png,奥迪,Audi
91,哈弗H6,Haval H6,4984,46.0,https://www.autohome.com.cn/2123/#pvareaid=6861512,9.89-14.39万,./images/by_series/2123_9e343589.png,哈弗,Haval（哈弗）
92,英仕派,インスパイア,4960,32.0,https://www.autohome.com.cn/4809/#pvareaid=6861512,18.28-21.38万,./images/by_series/4809_f6fb5f02.png,本田,ホンダ
93,北京越野BJ30,BAIC BJ30,4868,-17.0,https://www.autohome.com.cn/5771/#pvareaid=6861512,9.99-13.69万,./images/by_series/5771_78603b4f.png,北京越野,Beijing Off-road（北京越野）
94,捷达VS5,VS5,4844,51.0,https://www.autohome.com.cn/5138/#pvareaid=6861512,8.79-12.19万,./images/by_series/5138_6f2ac6c3.png,捷达,Jetta
95,凯迪拉克XT5,XT5,4786,72.0,https://www.autohome.com.cn/3989/#pvareaid=6861512,37.99-45.99万,./images/by_series/3989_737131ce.png,凯迪拉克,Cadillac
96,零跑C10,C10,4729,-35.0,https://www.autohome.com.cn/7382/#pvareaid=6861512,12.28-14.28万,./images/by_series/7382_b8d8ee10.png,零跑汽车,Leapmotor
97,威兰达,ウィランダー,4719,87.0,https://www.autohome.com.cn/5472/#pvareaid=6861512,16.98-23.08万,./images/by_series/5472_962ab92f.png,丰田,トヨタ
98,长安启源A06,Qiyuan A06,4712,-38.0,https://www.autohome.com.cn/8140/#pvareaid=6861512,10.99-14.99万,./images/by_series/8140_91dee89a.png,长安启源,長安啓源
99,红旗HS5,HS5,4706,9.0,https://www.autohome.com.cn/5048/#pvareaid=6861512,18.38-24.98万,./images/by_series/5048_85eed69b.png,红旗,紅旗
100,尚界H5,Shangjie H5,4681,-4.0,https://www.autohome.com.cn/8205/#pvareaid=6861512,15.98-19.98万,./images/by_series/8205_7cdc3703.png,尚界,Shangjiao（尚界）
