rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
81,铂智3X,bZ3X,3689,2.0,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,./images/by_series/7712_17b0f5a9.png,丰田,トヨタ
82,瑞虎5x,Tiggo 5x,3681,42.0,https://www.autohome.com.cn/4531/#pvareaid=6861512,5.99-9.99万,./images/by_series/4531_543e9790.png,奇瑞,Chery（奇瑞）
83,天籁,ティアナ,3655,-29.0,https://www.autohome.com.cn/634/#pvareaid=6861512,13.99-23.98万,./images/by_series/634_0a4c7356.png,日产,日産
84,星光730,Xingguang 730,3614,-4.0,https://www.autohome.com.cn/8188/#pvareaid=6861512,7.30-9.18万,./images/by_series/8188_1ecca881.png,五菱汽车,Wuling（五菱）
85,宝马X1,X1,3492,23.0,https://www.autohome.com.cn/2561/#pvareaid=6861512,25.80-28.80万,./images/by_series/2561_61702513.png,宝马,BMW
86,皓影,ブリーズ,3445,-44.0,https://www.autohome.com.cn/5393/#pvareaid=6861512,13.79-26.39万,./images/by_series/5393_17d6451b.png,本田,ホンダ
87,银河E5,Galaxy E5,3403,38.0,https://www.autohome.com.cn/7650/#pvareaid=6861512,10.98-17.98万,./images/by_series/7650_abaa9ea1.png,吉利银河,Geely Galaxy（吉利銀河）
88,零跑C11,C11,3380,44.0,https://www.autohome.com.cn/5205/#pvareaid=6861512,14.98-16.58万,./images/by_series/5205_21f37566.png,零跑汽车,Leapmotor
89,银河星舰7,Galaxy Starship 7,3295,41.0,https://www.autohome.com.cn/7864/#pvareaid=6861512,10.18-12.98万,./images/by_series/7864_6bf6bdb7.png,吉利银河,Geely Galaxy（吉利銀河）
90,领克03,Lynk & Co 03,3250,-27.0,https://www.autohome.com.cn/4402/#pvareaid=6861512,12.18-42.03万,./images/by_series/4402_18371ba7.png,领克,Lynk & Co
91,奥迪A5L,A5L,3246,-1.0,https://www.autohome.com.cn/7855/#pvareaid=6861512,25.58-34.68万,./images/by_series/7855_c5e59703.png,奥迪,Audi
92,极氪001,Zeekr 001,3205,50.0,,26.98-36.50万,/autohome_images/092_极氪001.png,,
93,五菱宏光,Wuling Hongguang,3203,-7.0,https://www.autohome.com.cn/2139/#pvareaid=6861512,4.60-6.09万,./images/by_series/2139_3d9636e9.png,五菱汽车,Wuling（五菱）
94,君越,ラクロス (LaCrosse),3151,-32.0,https://www.autohome.com.cn/834/#pvareaid=6861512,20.99-23.99万,./images/by_series/834_a1c296b6.png,别克,Buick
95,腾势D9,デンツァD9 (Denza D9),3121,50.0,https://www.autohome.com.cn/6669/#pvareaid=6861512,30.98-60.06万,./images/by_series/6669_a27e0c46.png,腾势,DENZA
96,逍客,キャシュカイ,3088,-35.0,https://www.autohome.com.cn/564/#pvareaid=6861512,12.59-17.49万,./images/by_series/564_d8648c7a.png,日产,日産
97,问界M9,AITO M9,3085,-16.0,,46.98-59.98万,/autohome_images/097_问界M9.png,,
98,极狐T1,ARCFOX T1,3075,9.0,https://www.autohome.com.cn/8086/#pvareaid=6861512,6.28-13.08万,./images/by_series/8086_cce9c858.png,ARCFOX极狐,ARCFOX（極狐）
99,五菱宏光V,Wuling Hongguang V,3043,2.0,https://www.autohome.com.cn/5174/#pvareaid=6861512,4.46-5.28万,./images/by_series/5174_db1f7f5f.png,五菱汽车,Wuling（五菱）
100,银河星耀8,Galaxy X8,3033,17.0,https://www.autohome.com.cn/8042/#pvareaid=6861512,12.58-17.28万,./images/by_series/8042_6bc8ef74.png,吉利银河,Geely Galaxy（吉利銀河）
