rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
63,奔驰C级,Cクラス,8000,43,https://www.autohome.com.cn/588/#pvareaid=6861512,29.99-34.56万,./images/by_series/588_7509f242.png,奔驰,Mercedes-Benz
64,铂智3X,bZ3X,7948,17,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,./images/by_series/7712_17b0f5a9.png,丰田,トヨタ
65,小米SU7,SU7,7882,304,https://www.autohome.com.cn/6962/#pvareaid=6861512,21.99-30.39万,./images/by_series/6962_1077f967.png,小米汽车,Xiaomi（小米）
66,传祺GS3,GS3,7806,4,https://www.autohome.com.cn/3495/#pvareaid=6861512,7.98-9.98万,./images/by_series/3495_649cdfaf.png,广汽传祺,GAC Trumpchi（広汽伝祺）
67,宝马5系,5シリーズ,7740,-31,https://www.autohome.com.cn/65/#pvareaid=6861512,36.80-44.80万,./images/by_series/65_b36d38a9.png,宝马,BMW
68,赛那SIENNA,シエナ,7738,-15,https://www.autohome.com.cn/6272/#pvareaid=6861512,29.98-39.38万,./images/by_series/6272_c7f60705.png,丰田,トヨタ
69,奥迪A3,A3,7611,8,https://www.autohome.com.cn/3170/#pvareaid=6861512,16.59-20.99万,./images/by_series/3170_38faeff7.png,奥迪,Audi
70,艾瑞泽8,Arrizo 8,7536,-56,https://www.autohome.com.cn/6664/#pvareaid=6861512,9.99-14.89万,./images/by_series/6664_d2ad5f28.png,奇瑞,Chery（奇瑞）
71,宝马X3,X3,7424,-23,https://www.autohome.com.cn/4658/#pvareaid=6861512,31.80-39.80万,./images/by_series/4658_e45bfe63.png,宝马,BMW
72,汉兰达,ハイランダー,7247,-4,https://www.autohome.com.cn/771/#pvareaid=6861512,24.98-32.58万,./images/by_series/771_8530e9a0.png,丰田,トヨタ
73,雅阁,アコード,6757,-9,https://www.autohome.com.cn/78/#pvareaid=6861512,17.98-23.88万,./images/by_series/78_d1c7e78c.png,本田,ホンダ
74,君越,ラクロス (LaCrosse),6751,20,https://www.autohome.com.cn/834/#pvareaid=6861512,20.99-23.99万,./images/by_series/834_4e65d0c1.png,别克,Buick
75,奔腾小马,Pony,6601,102,https://www.autohome.com.cn/7231/#pvareaid=6861512,3.49-5.39万,./images/by_series/7231_1a527b9b.png,奔腾,Bestune（奔騰）
76,长安CS55PLUS,CS55 PLUS,6578,-10,https://www.autohome.com.cn/5498/#pvareaid=6861512,9.29-11.39万,./images/by_series/5498_fdc320b1.png,长安,長安
77,熊猫,Panda,6562,93,https://www.autohome.com.cn/6924/#pvareaid=6861512,4.69-5.39万,./images/by_series/6924_d0f3d3c0.png,吉利银河,Geely Galaxy（吉利銀河）
78,捷途X70,X70,6552,58,https://www.autohome.com.cn/4683/#pvareaid=6861512,9.99-14.99万,./images/by_series/4683_34bc4ceb.png,捷途,Jetour（捷途）
79,元PLUS,Atto 3,6540,74,https://www.autohome.com.cn/6298/#pvareaid=6861512,11.58-14.99万,./images/by_series/6298_c6968813.png,比亚迪,BYD
80,魏牌 高山,Gaoshan,6447,-8,https://www.autohome.com.cn/7076/#pvareaid=6861512,27.28-35.38万,./images/by_series/7076_f28d5471.png,魏牌,WEY（魏牌）
81,极氪7X,Zeekr 7X,6363,-12,https://www.autohome.com.cn/7777/#pvareaid=6861512,22.98-26.98万,./images/by_series/7777_005b766e.png,极氪,Zeekr（极氪）
82,银河E5,Galaxy E5,6224,5,https://www.autohome.com.cn/7650/#pvareaid=6861512,10.98-17.98万,./images/by_series/7650_abaa9ea1.png,吉利银河,Geely Galaxy（吉利銀河）
83,五菱宏光V,Wuling Hongguang V,6096,16,https://www.autohome.com.cn/5174/#pvareaid=6861512,4.46-5.28万,./images/by_series/5174_db1f7f5f.png,五菱汽车,Wuling（五菱）
84,firefly萤火虫,firefly,6078,30,https://www.autohome.com.cn/7990/#pvareaid=6861512,11.98-12.58万,./images/by_series/7990_e19fe6af.png,firefly萤火虫,firefly（萤火虫）
85,荣威i5,i5,5946,-12,https://www.autohome.com.cn/4869/#pvareaid=6861512,6.89-12.58万,./images/by_series/4869_ae80355f.png,荣威,Roewe（栄威）
86,逍客,キャシュカイ,5931,10,https://www.autohome.com.cn/564/#pvareaid=6861512,12.59-17.49万,./images/by_series/564_d8648c7a.png,日产,日産
87,宋L DM-i,Song L DM-i,5581,-8,https://www.autohome.com.cn/7815/#pvareaid=6861512,13.58-17.58万,./images/by_series/7815_feee8fe3.png,比亚迪,BYD
88,皓影,ブリーズ,5567,-2,https://www.autohome.com.cn/5393/#pvareaid=6861512,13.79-26.39万,./images/by_series/5393_17d6451b.png,本田,ホンダ
89,宝来,Bora,5522,-26,https://www.autohome.com.cn/633/#pvareaid=6861512,8.29-11.39万,./images/by_series/633_16c748f6.png,大众,Volkswagen
90,岚图梦想家,Lantu Dreamer,5511,-14,https://www.autohome.com.cn/6459/#pvareaid=6861512,30.99-70.99万,./images/by_series/6459_f46dc587.png,岚图汽车,Lantu（岚图汽车）
91,海狮05 EV,シーライオン05 EV (Sealion 05 EV),5486,81,https://www.autohome.com.cn/7982/#pvareaid=6861512,11.78-14.59万,./images/by_series/7982_08d6f07e.png,比亚迪,BYD
92,AION RT,AION RT,5448,105,https://www.autohome.com.cn/7860/#pvareaid=6861512,9.98-16.58万,./images/by_series/7860_776117ee.png,埃安,Aion（埃安）
93,宝马X5,X5,5276,-42,https://www.autohome.com.cn/6548/#pvareaid=6861512,59.80-74.80万,./images/by_series/6548_26178c20.png,宝马,BMW
94,北京越野BJ30,BAIC BJ30,5261,7,https://www.autohome.com.cn/5771/#pvareaid=6861512,9.99-13.69万,./images/by_series/5771_78603b4f.png,北京越野,Beijing Off-road（北京越野）
95,红旗HS5,HS5,5242,-15,https://www.autohome.com.cn/5048/#pvareaid=6861512,18.38-24.98万,./images/by_series/5048_933110db.png,红旗,紅旗
96,天籁,ティアナ,5217,-13,https://www.autohome.com.cn/634/#pvareaid=6861512,13.99-23.98万,./images/by_series/634_0a4c7356.png,日产,日産
97,捷途旅行者,Jetour Traveller,5187,103,https://www.autohome.com.cn/6606/#pvareaid=6861512,13.99-23.99万,./images/by_series/6606_b5af936b.png,捷途,Jetour（捷途）
98,传祺M8,Trumpchi M8,5134,25,https://www.autohome.com.cn/4174/#pvareaid=6861512,18.98-23.98万,./images/by_series/4174_f458b2a2.png,广汽传祺,GAC Trumpchi（広汽伝祺）
99,钛3,チタン3,5123,92,https://www.autohome.com.cn/7356/#pvareaid=6861512,13.38-17.78万,./images/by_series/7356_77487f26.png,方程豹,Fangchengbao（方程豹）
100,皇冠陆放,クラウンクルーガー,5027,45,https://www.autohome.com.cn/6030/#pvareaid=6861512,28.48-33.28万,./images/by_series/6030_5b8c5f0d.png,丰田,トヨタ
