rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
13,朗逸,ラヴィーダ (Lavida),22181,5.0,https://www.autohome.com.cn/614/#pvareaid=6861512,8.00-15.19万,./images/by_series/614_14f7438d.png,大众,Volkswagen
14,速腾,サギター (Sagitar),21543,-6.0,https://www.autohome.com.cn/442/#pvareaid=6861512,9.38-16.49万,./images/by_series/442_fffabf8a.png,大众,Volkswagen
15,帕萨特,パサート (Passat),19816,1.0,https://www.autohome.com.cn/528/#pvareaid=6861512,16.45-30.98万,./images/by_series/528_d809c87e.png,大众,Volkswagen
16,凯美瑞,カムリ,19653,6.0,https://www.autohome.com.cn/110/#pvareaid=6861512,17.18-25.98万,./images/by_series/110_9fe9828c.png,丰田,トヨタ
17,途观L,ティグアンL (Tiguan L),19557,2.0,https://www.autohome.com.cn/4274/#pvareaid=6861512,18.68-26.68万,./images/by_series/4274_39847c63.png,大众,Volkswagen
18,奥迪A6L,A6L,19138,13.0,https://www.autohome.com.cn/18/#pvareaid=6861512,32.29-55.89万,./images/by_series/18_094d1624.png,奥迪,Audi
19,锋兰达,フロントランダー,19083,19.0,https://www.autohome.com.cn/6414/#pvareaid=6861512,13.28-17.28万,./images/by_series/6414_b149dd8b.png,丰田,トヨタ
20,雅阁,アコード,18960,20.0,https://www.autohome.com.cn/78/#pvareaid=6861512,17.98-23.88万,./images/by_series/78_cb6c81c5.png,本田,ホンダ
21,元UP,Atto 2,18766,-6.0,https://www.autohome.com.cn/7538/#pvareaid=6861512,7.48-11.98万,./images/by_series/7538_fdb899f6.png,比亚迪,BYD
22,宋Pro新能源,Sealion 5 DM-i,18373,24.0,https://www.autohome.com.cn/5279/#pvareaid=6861512,10.28-13.38万,./images/by_series/5279_6b583f23.png,比亚迪,BYD
23,海鸥,シーガル (Seagull),18307,-10.0,https://www.autohome.com.cn/6762/#pvareaid=6861512,6.98-8.59万,./images/by_series/6762_304bc195.png,比亚迪,BYD
24,迈腾,マゴタン (Magotan),18133,-1.0,https://www.autohome.com.cn/496/#pvareaid=6861512,17.49-24.69万,./images/by_series/496_5ac1491c.png,大众,Volkswagen
25,本田CR-V,CR-V,17524,28.0,https://www.autohome.com.cn/314/#pvareaid=6861512,18.59-24.99万,./images/by_series/314_0aee31f9.png,本田,ホンダ
26,极狐T1,ARCFOX T1,17170,10.0,https://www.autohome.com.cn/8086/#pvareaid=6861512,6.28-13.08万,./images/by_series/8086_2e001ecf.png,ARCFOX极狐,ARCFOX（極狐）
27,问界M8,AITO M8,17123,1.0,https://www.autohome.com.cn/8003/#pvareaid=6861512,35.98-45.98万,./images/by_series/8003_2e001ecf.png,AITO 问界,AITO（問界）
28,艾瑞泽8,Arrizo 8,17089,16.0,https://www.autohome.com.cn/6664/#pvareaid=6861512,9.99-14.89万,./images/by_series/6664_d2ad5f28.png,奇瑞,Chery（奇瑞）
29,瑞虎8,Tiggo 8,17080,16.0,https://www.autohome.com.cn/4693/#pvareaid=6861512,10.99-12.99万,./images/by_series/4693_58300476.png,奇瑞,Chery（奇瑞）
30,海豹05 DM-i,シール05 DM-i (Seal 05 DM-i),16484,-16.0,https://www.autohome.com.cn/7981/#pvareaid=6861512,7.98-10.38万,./images/by_series/7981_1610014d.png,比亚迪,BYD
31,海豹06,シール06 (Seal 06),16471,-5.0,https://www.autohome.com.cn/7588/#pvareaid=6861512,9.68-13.98万,./images/by_series/7588_ab6bcab0.png,比亚迪,BYD
32,理想i6,Li Xiang i6,15994,65.0,https://www.autohome.com.cn/8183/#pvareaid=6861512,24.98-26.98万,./images/by_series/8183_54dc76da.png,理想汽车,Li Auto
33,秦L,Qin L,15750,-12.0,https://www.autohome.com.cn/7578/#pvareaid=6861512,9.68-15.38万,./images/by_series/7578_a18a8044.png,比亚迪,BYD
34,逸动,Eado,15732,9.0,https://www.autohome.com.cn/2429/#pvareaid=6861512,7.29-9.99万,./images/by_series/2429_4fdfc92f.png,长安,長安
35,海豚,ドルフィン (Dolphin),15602,-11.0,https://www.autohome.com.cn/6139/#pvareaid=6861512,9.98-12.98万,./images/by_series/6139_57696108.png,比亚迪,BYD
36,探岳,タイロン (Tayron),15300,1.0,https://www.autohome.com.cn/4744/#pvareaid=6861512,19.89-25.99万,./images/by_series/4744_746b217e.png,大众,Volkswagen
37,亚洲龙,アバロン,15252,20.0,https://www.autohome.com.cn/4962/#pvareaid=6861512,17.88-25.68万,./images/by_series/4962_3f11ec49.png,丰田,トヨタ
38,红旗H5,H5,14989,-6.0,https://www.autohome.com.cn/4410/#pvareaid=6861512,15.98-21.58万,./images/by_series/4410_30103952.png,红旗,紅旗
39,MG4,MG4,14056,,https://www.autohome.com.cn/6651/#pvareaid=6861512,6.88-10.28万,./images/by_series/6651_b983bc42.png,名爵,MG（名爵）
40,奥迪Q5L,Q5L,13973,16.0,https://www.autohome.com.cn/4851/#pvareaid=6861512,30.98-39.98万,./images/by_series/4851_2af5fea6.png,奥迪,Audi
41,博越L,Boyue L,13828,-34.0,https://www.autohome.com.cn/6814/#pvareaid=6861512,9.99-12.99万,./images/by_series/6814_232d3619.png,吉利汽车,Geely（吉利）
42,宝马3系,3シリーズ,13608,,https://www.autohome.com.cn/66/#pvareaid=6861512,25.80-33.80万,./images/by_series/66_42d48ffb.png,宝马,BMW
43,奔驰GLC,GLC,13430,16.0,https://www.autohome.com.cn/3862/#pvareaid=6861512,35.18-46.28万,./images/by_series/3862_4dc3db90.png,奔驰,Mercedes-Benz
44,宋L DM-i,Song L DM-i,13246,16.0,https://www.autohome.com.cn/7815/#pvareaid=6861512,13.58-17.58万,./images/by_series/7815_feee8fe3.png,比亚迪,BYD
45,奔驰E级,Eクラス,13177,27.0,https://www.autohome.com.cn/197/#pvareaid=6861512,37.88-59.98万,./images/by_series/197_6484f170.png,奔驰,Mercedes-Benz
46,途岳,トゥアレ (Tharu),12795,3.0,https://www.autohome.com.cn/4745/#pvareaid=6861512,12.59-21.66万,./images/by_series/4745_2e242b08.png,大众,Volkswagen
47,理想L6,L6,12676,23.0,https://www.autohome.com.cn/6950/#pvareaid=6861512,24.98-27.98万,./images/by_series/6950_2d37dda3.png,理想汽车,Li Auto
48,长安CS75PLUS,CS75 Plus,12497,10.0,https://www.autohome.com.cn/5179/#pvareaid=6861512,10.89-14.39万,./images/by_series/5179_00cc24d5.png,长安,長安
49,小鹏MONA M03,MONA M03,12378,-15.0,https://www.autohome.com.cn/6998/#pvareaid=6861512,11.98-15.18万,./images/by_series/6998_c30bf1ac.png,小鹏,Xpeng
50,缤果S,Binguo S,12340,-30.0,https://www.autohome.com.cn/8189/#pvareaid=6861512,6.68-8.98万,./images/by_series/8189_66c04414.png,五菱汽车,Wuling（五菱）
51,缤越,Coolray,11976,26.0,https://www.autohome.com.cn/4701/#pvareaid=6861512,6.68-9.78万,./images/by_series/4701_a00e9693.png,吉利汽车,Geely（吉利）
52,宝马5系,5シリーズ,11867,24.0,https://www.autohome.com.cn/65/#pvareaid=6861512,36.80-44.80万,./images/by_series/65_b36d38a9.png,宝马,BMW
53,哈弗大狗,Big Dog,11856,-24.0,https://www.autohome.com.cn/5770/#pvareaid=6861512,12.39-14.99万,./images/by_series/5770_5257bc62.png,哈弗,Haval（哈弗）
54,皓影,ブリーズ,11674,20.0,https://www.autohome.com.cn/5393/#pvareaid=6861512,13.79-26.39万,./images/by_series/5393_17d6451b.png,本田,ホンダ
55,小米SU7,SU7,11123,-4.0,https://www.autohome.com.cn/6962/#pvareaid=6861512,21.99-30.39万,./images/by_series/6962_1077f967.png,小米汽车,Xiaomi（小米）
56,昂科威Plus,Envision Plus,10867,13.0,https://www.autohome.com.cn/3554/#pvareaid=6861512,22.99-25.99万,./images/by_series/3554_5674c06a.png,别克,Buick
57,驱逐舰05,デストロイヤー05 (Destroyer 05),10742,76.0,https://www.autohome.com.cn/6337/#pvareaid=6861512,7.98-13.68万,./images/by_series/6337_1acb3e77.png,比亚迪,BYD
58,银河M9,Galaxy M9,10610,5.0,https://www.autohome.com.cn/7165/#pvareaid=6861512,18.38-26.98万,./images/by_series/7165_9f8a33f5.png,吉利银河,Geely Galaxy（吉利銀河）
59,魏牌 高山,Gaoshan,10558,5.0,https://www.autohome.com.cn/7076/#pvareaid=6861512,27.28-35.38万,./images/by_series/7076_f28d5471.png,魏牌,WEY（魏牌）
60,长安启源A06,Qiyuan A06,10072,86.0,https://www.autohome.com.cn/8140/#pvareaid=6861512,10.99-14.99万,./images/by_series/8140_91dee89a.png,长安启源,長安啓源
61,零跑C10,C10,9968,-31.0,https://www.autohome.com.cn/7382/#pvareaid=6861512,12.28-14.28万,./images/by_series/7382_b8d8ee10.png,零跑汽车,Leapmotor
62,智界R7,Zhijie R7,9665,5.0,https://www.autohome.com.cn/7730/#pvareaid=6861512,24.98-31.98万,./images/by_series/7730_3da5602a.png,智界,Zhiji（智界）
63,零跑Lafa5,Leapmotor Lafa5,9645,26.0,https://www.autohome.com.cn/8278/#pvareaid=6861512,9.78-12.98万,./images/by_series/8278_5e6f8c38.png,零跑汽车,Leapmotor
64,奔驰C级,Cクラス,9644,11.0,https://www.autohome.com.cn/588/#pvareaid=6861512,29.99-34.56万,./images/by_series/588_7509f242.png,奔驰,Mercedes-Benz
65,极氪9X,Zeekr 9X,9482,15.0,https://www.autohome.com.cn/7835/#pvareaid=6861512,46.59-59.99万,./images/by_series/7835_df7221ff.png,极氪,Zeekr（极氪）
66,格瑞维亚,グランビア,9359,56.0,https://www.autohome.com.cn/6672/#pvareaid=6861512,29.98-41.68万,./images/by_series/6672_4261d4b4.png,丰田,トヨタ
67,赛那SIENNA,シエナ,9358,36.0,https://www.autohome.com.cn/6272/#pvareaid=6861512,29.98-39.38万,./images/by_series/6272_c7f60705.png,丰田,トヨタ
68,问界M9,AITO M9,9208,18.0,https://www.autohome.com.cn/7207/#pvareaid=6861512,46.98-59.98万,./images/by_series/7207_bd10b070.png,AITO 问界,AITO（問界）
69,汉,Han,8906,16.0,https://www.autohome.com.cn/5499/#pvareaid=6861512,16.88-22.58万,./images/by_series/5499_b8fa2d6b.png,比亚迪,BYD
70,银河A7 EM,銀河A7 EM,8745,-22.0,https://www.autohome.com.cn/8158/#pvareaid=6861512,8.98-13.18万,./images/by_series/8158_9a46172a.png,吉利银河,Geely Galaxy（吉利銀河）
71,银河星耀6,Galaxy Xingyao 6,8708,38.0,https://www.autohome.com.cn/8211/#pvareaid=6861512,7.48-12.08万,./images/by_series/8211_af9af51c.png,吉利银河,Geely Galaxy（吉利銀河）
72,AION i60,AION i60,8643,247.0,https://www.autohome.com.cn/8245/#pvareaid=6861512,10.28-13.58万,./images/by_series/8245_363be78a.png,埃安,Aion（埃安）
73,汉兰达,ハイランダー,8493,15.0,https://www.autohome.com.cn/771/#pvareaid=6861512,24.98-32.58万,./images/by_series/771_e1df166f.png,丰田,トヨタ
74,腾势D9,デンツァD9 (Denza D9),8439,82.0,https://www.autohome.com.cn/6669/#pvareaid=6861512,30.98-60.06万,./images/by_series/6669_ca3123d9.png,腾势,DENZA
75,皇冠陆放,クラウンクルーガー,8388,61.0,https://www.autohome.com.cn/6030/#pvareaid=6861512,28.48-33.28万,./images/by_series/6030_5b8c5f0d.png,丰田,トヨタ
76,北京越野BJ30,BAIC BJ30,8349,82.0,https://www.autohome.com.cn/5771/#pvareaid=6861512,9.99-13.69万,./images/by_series/5771_78603b4f.png,北京越野,Beijing Off-road（北京越野）
77,星瑞,Preface,8313,-27.0,https://www.autohome.com.cn/5273/#pvareaid=6861512,9.87-14.67万,./images/by_series/5273_199554b9.png,吉利汽车,Geely（吉利）
78,风云A9L,Fengyun A9L,8063,3.0,https://www.autohome.com.cn/7225/#pvareaid=6861512,14.99-23.69万,./images/by_series/7225_b8666601.png,奇瑞风云,Chery Fengyun（奇瑞風雲）
79,RAV4荣放,RAV4,8063,-62.0,https://www.autohome.com.cn/770/#pvareaid=6861512,16.98-23.88万,./images/by_series/770_aebec05a.png,丰田,トヨタ
80,奥迪A5L,A5L,8057,36.0,https://www.autohome.com.cn/7855/#pvareaid=6861512,25.58-34.68万,./images/by_series/7855_c5e59703.png,奥迪,Audi
81,五菱缤果,Bingo,8015,11.0,https://www.autohome.com.cn/7045/#pvareaid=6861512,5.68-8.48万,./images/by_series/7045_cbb36943.png,五菱汽车,Wuling（五菱）
82,零跑B01,B01,7815,-41.0,https://www.autohome.com.cn/8006/#pvareaid=6861512,8.98-14.97万,./images/by_series/8006_d84f675a.png,零跑汽车,Leapmotor
83,银河E5,Galaxy E5,7730,-48.0,https://www.autohome.com.cn/7650/#pvareaid=6861512,10.98-17.98万,./images/by_series/7650_abaa9ea1.png,吉利银河,Geely Galaxy（吉利銀河）
84,宝马X5,X5,7603,22.0,https://www.autohome.com.cn/6548/#pvareaid=6861512,59.80-74.80万,./images/by_series/6548_bcd17d06.png,宝马,BMW
85,天籁,ティアナ,7494,85.0,https://www.autohome.com.cn/634/#pvareaid=6861512,13.99-23.98万,./images/by_series/634_0a4c7356.png,日产,日産
86,宝马X3,X3,7417,-2.0,https://www.autohome.com.cn/4658/#pvareaid=6861512,31.80-39.80万,./images/by_series/4658_e45bfe63.png,宝马,BMW
87,帝豪,Geely Emgrand,7394,-35.0,https://www.autohome.com.cn/3556/#pvareaid=6861512,6.29-9.19万,./images/by_series/3556_5bf02951.png,吉利汽车,Geely（吉利）
88,长安X5 PLUS,X5 Plus,7235,8.0,https://www.autohome.com.cn/7552/#pvareaid=6861512,6.99-10.39万,./images/by_series/7552_cee67d18.png,长安,長安
89,铂智3X,bZ3X,7219,-23.0,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,./images/by_series/7712_17b0f5a9.png,丰田,トヨタ
90,享界S9T,Xiangjie S9T,7186,48.0,https://www.autohome.com.cn/8207/#pvareaid=6861512,30.98-37.98万,./images/by_series/8207_39bc9399.png,享界,Xpeng（享界）
91,伊兰特,エラントラ (Elantra),7158,10.0,https://www.autohome.com.cn/51/#pvareaid=6861512,9.98-14.98万,./images/by_series/51_c241b74c.png,现代,Hyundai
92,深蓝S05,Deepal S05,7142,-27.0,https://www.autohome.com.cn/7740/#pvareaid=6861512,11.99-14.99万,./images/by_series/7740_dcfc21fd.png,深蓝汽车,Deepal（深藍）
93,奥迪A3,A3,7095,17.0,https://www.autohome.com.cn/3170/#pvareaid=6861512,16.59-20.99万,./images/by_series/3170_38faeff7.png,奥迪,Audi
94,AION Y,AION Y,7089,78.0,https://www.autohome.com.cn/5976/#pvareaid=6861512,9.98-14.58万,./images/by_series/5976_d4520118.png,埃安,Aion（埃安）
95,岚图梦想家,Lantu Dreamer,7008,-17.0,https://www.autohome.com.cn/6459/#pvareaid=6861512,30.99-70.99万,./images/by_series/6459_41fcefca.png,岚图汽车,Lantu（岚图汽车）
96,尚界H5,Shangjie H5,6957,-34.0,https://www.autohome.com.cn/8205/#pvareaid=6861512,15.98-19.98万,./images/by_series/8205_7cdc3703.png,尚界,Suda（尚界）
97,日产N6,N6,6822,294.0,https://www.autohome.com.cn/8243/#pvareaid=6861512,10.39-12.99万,./images/by_series/8243_e22eae7e.png,日产,日産
98,豹5,Leopard 5,6777,64.0,https://www.autohome.com.cn/7177/#pvareaid=6861512,23.98-32.98万,./images/by_series/7177_95427fa7.png,方程豹,Fangchengbao（方程豹）
99,firefly萤火虫,firefly,6695,19.0,https://www.autohome.com.cn/7990/#pvareaid=6861512,11.98-12.58万,./images/by_series/7990_975177d7.png,firefly萤火虫,firefly（萤火虫）
100,元PLUS,Atto 3,6645,-1.0,https://www.autohome.com.cn/6298/#pvareaid=6861512,11.58-14.99万,./images/by_series/6298_c6968813.png,比亚迪,BYD
