rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
35,锋兰达,フロントランダー,10882,-4.0,https://www.autohome.com.cn/6414/#pvareaid=6861512,13.28-17.28万,./images/by_series/6414_436399e7.png,丰田,トヨタ
36,本田CR-V,CR-V,10881,-7.0,https://www.autohome.com.cn/314/#pvareaid=6861512,18.59-24.99万,./images/by_series/314_0aee31f9.png,本田,ホンダ
37,卡罗拉锐放,カローラクロス,10688,28.0,https://www.autohome.com.cn/6428/#pvareaid=6861512,12.68-18.48万,./images/by_series/6428_aae9086a.png,丰田,トヨタ
38,问界M6,AITO M6,10624,-29.0,https://www.autohome.com.cn/8529/#pvareaid=6861512,22.98-29.98万,./images/by_series/8529_dfb2b265.png,AITO 问界,AITO（問界）
39,宝马3系,3シリーズ,10549,-1.0,https://www.autohome.com.cn/66/#pvareaid=6861512,25.80-33.80万,./images/by_series/66_42d48ffb.png,宝马,BMW
40,QQ3 EV,QQ3 EV,10524,7.0,https://www.autohome.com.cn/8499/#pvareaid=6861512,5.89-7.89万,./images/by_series/8499_1f7dee7a.png,奇瑞QQ,Chery（奇瑞）
41,轩逸,シルフィ,10329,-21.0,https://www.autohome.com.cn/448/#pvareaid=6861512,7.99-17.49万,./images/by_series/448_1c5dc236.png,日产,日産
42,海豹06,シール06 (Seal 06),10080,6.0,https://www.autohome.com.cn/7588/#pvareaid=6861512,9.68-13.98万,./images/by_series/7588_ab6bcab0.png,比亚迪,BYD
43,问界M9,AITO M9,10070,189.0,https://www.autohome.com.cn/7207/#pvareaid=6861512,47.98-65.98万,./images/by_series/7207_bd10b070.png,AITO 问界,AITO（問界）
44,秦L,Qin L,10031,-10.0,https://www.autohome.com.cn/7578/#pvareaid=6861512,9.68-15.38万,./images/by_series/7578_a18a8044.png,比亚迪,BYD
45,瑞虎8,Tiggo 8,9835,16.0,https://www.autohome.com.cn/4693/#pvareaid=6861512,9.99-12.99万,./images/by_series/4693_5ef737a0.png,奇瑞,Chery（奇瑞）
46,海鸥,シーガル (Seagull),9825,-9.0,https://www.autohome.com.cn/6762/#pvareaid=6861512,6.98-8.59万,./images/by_series/6762_6b61a486.png,比亚迪,BYD
47,AION i60,AION i60,9692,-7.0,https://www.autohome.com.cn/8245/#pvareaid=6861512,10.28-13.58万,./images/by_series/8245_363be78a.png,埃安,Aiways（埃安）
48,奔驰E级,Eクラス,9600,-5.0,https://www.autohome.com.cn/197/#pvareaid=6861512,37.88-59.98万,./images/by_series/197_6484f170.png,奔驰,Mercedes-Benz
49,星瑞,Preface,9542,-3.0,https://www.autohome.com.cn/5273/#pvareaid=6861512,9.87-14.67万,./images/by_series/5273_bbec9062.png,吉利汽车,Geely（吉利）
50,速腾,サギター (Sagitar),9221,-11.0,https://www.autohome.com.cn/442/#pvareaid=6861512,9.38-16.49万,./images/by_series/442_fffabf8a.png,大众,Volkswagen
51,蔚来ES8,NIO ES8,8966,-25.0,https://www.autohome.com.cn/4427/#pvareaid=6861512,38.28-44.68万,./images/by_series/4427_0fba59a9.png,蔚来,NIO（蔚来）
52,蔚来ES9,NIO ES9,8595,92.0,https://www.autohome.com.cn/8509/#pvareaid=6861512,49.80-62.80万,./images/by_series/8509_d8a701ff.png,蔚来,NIO（蔚来）
53,途岳,トゥアレ (Tharu),8592,6.0,https://www.autohome.com.cn/4745/#pvareaid=6861512,12.59-21.66万,./images/by_series/4745_df3e78b5.png,大众,Volkswagen
54,奔驰GLC,GLC,8347,-3.0,https://www.autohome.com.cn/3862/#pvareaid=6861512,35.18-46.28万,./images/by_series/3862_4dc3db90.png,奔驰,Mercedes-Benz
55,零跑D19,Leap Motor D19,8034,8.0,https://www.autohome.com.cn/8273/#pvareaid=6861512,21.98-26.98万,./images/by_series/8273_2e001ecf.png,零跑汽车,Leapmotor
56,北京越野BJ30,BAIC BJ30,8030,47.0,https://www.autohome.com.cn/5771/#pvareaid=6861512,9.99-13.99万,./images/by_series/5771_2e001ecf.png,北京越野,Beijing Off-road（北京越野）
57,深蓝L06,Deepal L06,7977,12.0,https://www.autohome.com.cn/8244/#pvareaid=6861512,12.59-15.69万,./images/by_series/8244_2e001ecf.png,深蓝汽车,Deepal（深藍）
58,长安X5 PLUS,X5 Plus,7923,-5.0,https://www.autohome.com.cn/7552/#pvareaid=6861512,6.99-10.39万,./images/by_series/7552_2e001ecf.png,长安,長安
59,逸动,Eado,7912,-1.0,https://www.autohome.com.cn/2429/#pvareaid=6861512,7.29-9.99万,./images/by_series/2429_2e001ecf.png,长安,長安
60,铂智3X,bZ3X,7895,8.0,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,./images/by_series/7712_2e001ecf.png,丰田,トヨタ
61,极氪007GT,Zeekr 007 GT,7837,,https://www.autohome.com.cn/8010/#pvareaid=6861512,20.29-26.29万,./images/by_series/8010_7916c9f6.png,极氪,Zeekr（极氪）
62,雅阁,アコード,7797,45.0,https://www.autohome.com.cn/78/#pvareaid=6861512,17.98-21.48万,./images/by_series/78_778ff228.png,本田,ホンダ
63,极狐贝塔S3,Aiways Beta S3,7790,-8.0,https://www.autohome.com.cn/8190/#pvareaid=6861512,8.48-12.58万,./images/by_series/8190_1c13e3af.png,ARCFOX极狐,ARCFOX（極狐）
64,海狮05 EV,シーライオン05 EV (Sealion 05 EV),7753,8.0,https://www.autohome.com.cn/7982/#pvareaid=6861512,11.78-14.59万,./images/by_series/7982_2e001ecf.png,比亚迪,BYD
65,哈弗猛龙新能源,Raptor,7603,18.0,https://www.autohome.com.cn/7298/#pvareaid=6861512,17.38-20.88万,./images/by_series/7298_2e001ecf.png,哈弗,Haval（哈弗）
66,极狐贝塔T1,Aiways Beta T1,7431,71.0,https://www.autohome.com.cn/8086/#pvareaid=6861512,6.28-13.08万,./images/by_series/8086_2e001ecf.png,ARCFOX极狐,ARCFOX（極狐）
67,海豹05 DM-i,シール05 DM-i (Seal 05 DM-i),7246,8.0,https://www.autohome.com.cn/7981/#pvareaid=6861512,7.98-10.38万,./images/by_series/7981_2e001ecf.png,比亚迪,BYD
68,帝豪,Geely Emgrand,7143,-1.0,https://www.autohome.com.cn/3556/#pvareaid=6861512,6.29-9.79万,./images/by_series/3556_2e001ecf.png,吉利汽车,Geely（吉利）
69,艾瑞泽8,Arrizo 8,7127,17.0,https://www.autohome.com.cn/6664/#pvareaid=6861512,9.99-14.89万,./images/by_series/6664_2e001ecf.png,奇瑞,Chery（奇瑞）
70,奥迪A6L,A6L,7095,-25.0,https://www.autohome.com.cn/18/#pvareaid=6861512,32.29-55.89万,./images/by_series/18_2e001ecf.png,奥迪,Audi
71,宝马5系,5シリーズ,6965,,https://www.autohome.com.cn/65/#pvareaid=6861512,36.80-44.80万,./images/by_series/65_2e001ecf.png,宝马,BMW
72,腾势D9,デンツァD9 (Denza D9),6952,6.0,https://www.autohome.com.cn/6669/#pvareaid=6861512,30.98-60.06万,./images/by_series/6669_2e001ecf.png,腾势,DENZA
73,岚图梦想家,Lantu Dreamer,6926,28.0,https://www.autohome.com.cn/6459/#pvareaid=6861512,30.99-70.99万,./images/by_series/6459_778ff228.png,岚图汽车,Lantu（岚图汽车）
74,firefly萤火虫,firefly,6914,14.0,https://www.autohome.com.cn/7990/#pvareaid=6861512,11.98-12.58万,./images/by_series/7990_975177d7.png,firefly萤火虫,firefly萤火虫
75,银河E5,Galaxy E5,6897,21.0,https://www.autohome.com.cn/7650/#pvareaid=6861512,10.98-17.98万,./images/by_series/7650_2e001ecf.png,吉利银河,Geely Galaxy（吉利銀河）
76,哈弗大狗,Big Dog,6882,-26.0,https://www.autohome.com.cn/5770/#pvareaid=6861512,12.39-14.99万,./images/by_series/5770_2e001ecf.png,哈弗,Haval（哈弗）
77,小鹏GX,Xpeng GX,6737,334.0,https://www.autohome.com.cn/8224/#pvareaid=6861512,27.98-35.98万,./images/by_series/8224_2e001ecf.png,小鹏,Xpeng
78,零跑C11,C11,6615,-5.0,https://www.autohome.com.cn/5205/#pvareaid=6861512,14.38-16.58万,./images/by_series/5205_2e001ecf.png,零跑汽车,Leapmotor
79,昂科威Plus,Envision Plus,6550,-9.0,https://www.autohome.com.cn/3554/#pvareaid=6861512,22.99-25.99万,./images/by_series/3554_2e001ecf.png,别克,Buick
80,红旗H5,H5,6456,-23.0,https://www.autohome.com.cn/4410/#pvareaid=6861512,15.98-21.58万,./images/by_series/4410_30103952.png,红旗,紅旗
81,宝马X3,X3,6391,-15.0,https://www.autohome.com.cn/4658/#pvareaid=6861512,31.80-39.80万,./images/by_series/4658_e45bfe63.png,宝马,BMW
82,长安启源A06,Qiyuan A06,6326,-1.0,https://www.autohome.com.cn/8140/#pvareaid=6861512,10.99-14.99万,./images/by_series/8140_91dee89a.png,长安启源,長安啓源
83,尚界Z7,Shangjie Z7,6296,186.0,https://www.autohome.com.cn/8508/#pvareaid=6861512,21.98-29.98万,./images/by_series/8508_93343232.png,尚界,Shangji（尚界）
84,理想L9,Li Auto L9,6106,85.0,https://www.autohome.com.cn/6576/#pvareaid=6861512,45.98-50.98万,./images/by_series/6576_8727e93e.png,理想汽车,Li Auto
85,奥迪Q5L,Q5L,6100,-8.0,https://www.autohome.com.cn/4851/#pvareaid=6861512,30.98-39.98万,./images/by_series/4851_eeb1b11e.png,奥迪,Audi
86,零跑C16,C16,6088,29.0,https://www.autohome.com.cn/7674/#pvareaid=6861512,14.58-18.18万,./images/by_series/7674_7d44c636.png,零跑汽车,Leapmotor
87,传祺M8,Trumpchi M8,6075,6.0,https://www.autohome.com.cn/4174/#pvareaid=6861512,18.98-23.98万,./images/by_series/4174_f458b2a2.png,广汽传祺,GAC Trumpchi（広汽伝祺）
88,赛那SIENNA,シエナ,6037,-32.0,https://www.autohome.com.cn/6272/#pvareaid=6861512,29.88-39.38万,./images/by_series/6272_2915985e.png,丰田,トヨタ
89,亚洲龙,アバロン,6026,5.0,https://www.autohome.com.cn/4962/#pvareaid=6861512,17.88-25.68万,./images/by_series/4962_3f11ec49.png,丰田,トヨタ
90,腾势Z9GT,Denza Z9 GT,6025,-6.0,https://www.autohome.com.cn/7659/#pvareaid=6861512,26.98-41.48万,./images/by_series/7659_9db63a39.png,腾势,DENZA
91,奔驰C级,Cクラス,6015,-27.0,https://www.autohome.com.cn/588/#pvareaid=6861512,29.99-34.56万,./images/by_series/588_7509f242.png,奔驰,Mercedes-Benz
92,纳米06,Nami 06,5938,251.0,https://www.autohome.com.cn/8026/#pvareaid=6861512,8.99-14.98万,./images/by_series/8026_2a8cc9a2.png,东风奕派,Dongfeng Yixuan（東風奕派）
93,银河星耀7,Galaxy Star 7,5932,162.0,https://www.autohome.com.cn/8313/#pvareaid=6861512,10.88-13.98万,./images/by_series/8313_825791f2.png,吉利银河,Geely Galaxy（吉利銀河）
94,极氪9X,Zeekr 9X,5817,-52.0,https://www.autohome.com.cn/7835/#pvareaid=6861512,46.59-59.99万,./images/by_series/7835_df7221ff.png,极氪,Zeekr（极氪）
95,华境S,Hozon S,5689,30.0,https://www.autohome.com.cn/8283/#pvareaid=6861512,15.98-20.38万,./images/by_series/8283_30f0320e.png,华境,Huajing（华境）
96,极狐 阿尔法S5,ARCFOX Alpha S5,5644,-7.0,https://www.autohome.com.cn/7327/#pvareaid=6861512,10.48-17.78万,./images/by_series/7327_94a63b70.png,ARCFOX极狐,ARCFOX（極狐）
97,别克至境E7,Buick Electra E7,5555,-45.0,https://www.autohome.com.cn/8510/#pvareaid=6861512,15.99-19.99万,./images/by_series/8510_2b9b6a5d.png,别克,Buick
98,元PLUS,Atto 3,5547,23.0,https://www.autohome.com.cn/6298/#pvareaid=6861512,11.58-14.99万,./images/by_series/6298_c6968813.png,比亚迪,BYD
99,钛3,Tai 3,5502,-19.0,https://www.autohome.com.cn/7356/#pvareaid=6861512,13.38-17.78万,./images/by_series/7356_77487f26.png,方程豹,Fangchengbao（方程豹）
100,日产NX8,Nissan NX8,5398,8.0,https://www.autohome.com.cn/8459/#pvareaid=6861512,15.99-20.99万,./images/by_series/8459_5a20e3bf.png,日产,日産
1,Model Y,モデルY,38654,1.0,https://www.autohome.com.cn/5769/#pvareaid=6861512,26.35-31.35万,/autohome_images/001_Model_Y.png,特斯拉,Tesla
2,星愿,Geely Xingyuan,33359,-1.0,https://www.autohome.com.cn/7806/#pvareaid=6861512,6.48-9.48万,/autohome_images/002_星愿.png,吉利银河,Geely Galaxy（吉利銀河）
3,零跑A10,Leapmotor A10,24865,1.0,https://www.autohome.com.cn/8433/#pvareaid=6861512,6.58-8.68万,./images/by_series/8433_1b68dcfe.png,零跑汽车,Leapmotor
4,理想i6,Li Xiang i6,21453,1.0,https://www.autohome.com.cn/8183/#pvareaid=6861512,24.98-26.98万,./images/by_series/8183_54dc76da.png,理想汽车,Li Auto
5,小米SU7,SU7,20414,-2.0,https://www.autohome.com.cn/6962/#pvareaid=6861512,21.99-30.39万,./images/by_series/6962_1077f967.png,小米汽车,Xiaomi（小米）
6,钛7,レオパード7 (Leopard 7),19710,4.0,https://www.autohome.com.cn/8171/#pvareaid=6861512,17.98-23.98万,./images/by_series/8171_b4f4db30.png,方程豹,Fangchengbao（方程豹）
7,长安启源Q05,Qiyuan Q05,18908,5.0,https://www.autohome.com.cn/8241/#pvareaid=6861512,7.99-11.49万,./images/by_series/8241_eea76be0.png,长安启源,長安啓源
8,元UP,Atto 2,17945,3.0,https://www.autohome.com.cn/7538/#pvareaid=6861512,7.48-11.98万,./images/by_series/7538_76760b8a.png,比亚迪,BYD
9,宋Pro新能源,Sealion 5 DM-i,17439,4.0,https://www.autohome.com.cn/5279/#pvareaid=6861512,10.28-13.38万,./images/by_series/5279_6b583f23.png,比亚迪,BYD
10,凯美瑞,カムリ,17114,14.0,https://www.autohome.com.cn/110/#pvareaid=6861512,17.18-25.98万,./images/by_series/110_9fe9828c.png,丰田,トヨタ
11,海狮06,シーライオン06 (Sealion 06),16843,-5.0,https://www.autohome.com.cn/8087/#pvareaid=6861512,12.99-19.98万,./images/by_series/8087_a74f42d8.png,比亚迪,BYD
12,朗逸,ラヴィーダ (Lavida),15444,6.0,https://www.autohome.com.cn/614/#pvareaid=6861512,8.00-15.19万,./images/by_series/614_14f7438d.png,大众,Volkswagen
13,星越L,Monjaro,15220,15.0,https://www.autohome.com.cn/6004/#pvareaid=6861512,13.97-17.97万,./images/by_series/6004_aef1d886.png,吉利汽车,Geely（吉利）
14,零跑C10,C10,15097,46.0,https://www.autohome.com.cn/7382/#pvareaid=6861512,12.28-14.28万,./images/by_series/7382_bb96cd11.png,零跑汽车,Leapmotor
15,博越L,Boyue L,14970,2.0,https://www.autohome.com.cn/6814/#pvareaid=6861512,9.99-12.99万,./images/by_series/6814_232d3619.png,吉利汽车,Geely（吉利）
16,MG4,MG4,14397,-2.0,https://www.autohome.com.cn/6651/#pvareaid=6861512,6.88-10.28万,./images/by_series/6651_b983bc42.png,名爵,MG（名爵）
17,小米YU7,YU7,14324,27.0,https://www.autohome.com.cn/7793/#pvareaid=6861512,23.35-38.99万,./images/by_series/7793_8e1156a4.png,小米汽车,Xiaomi（小米）
18,Model 3,モデル3,14266,-11.0,https://www.autohome.com.cn/5346/#pvareaid=6861512,23.55-33.95万,./images/by_series/5346_740915a0.png,特斯拉,Tesla
19,小鹏MONA M03,MONA M03,14160,-4.0,https://www.autohome.com.cn/6998/#pvareaid=6861512,11.98-15.18万,./images/by_series/6998_c30bf1ac.png,小鹏,Xpeng
20,缤果Pro,Binggo Pro,14154,-4.0,https://www.autohome.com.cn/8585/#pvareaid=6861512,5.68-7.08万,./images/by_series/8585_2188a0ec.png,五菱汽车,Wuling（五菱）
