rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
35,宋Ultra,Song Ultra,9961,35.0,https://www.autohome.com.cn/8511/#pvareaid=6861512,12.99-17.99万,./images/by_series/8511_7351cb25.png,比亚迪,BYD
36,RAV4荣放,RAV4,9857,-16.0,https://www.autohome.com.cn/770/#pvareaid=6861512,16.98-22.88万,./images/by_series/770_aebec05a.png,丰田,トヨタ
37,海鸥,シーガル (Seagull),9822,-5.0,https://www.autohome.com.cn/6762/#pvareaid=6861512,6.98-8.59万,./images/by_series/6762_304bc195.png,比亚迪,BYD
38,宝马3系,3シリーズ,9754,2.0,https://www.autohome.com.cn/66/#pvareaid=6861512,25.80-33.80万,./images/by_series/66_42d48ffb.png,宝马,BMW
39,速腾,サギター (Sagitar),9554,-6.0,https://www.autohome.com.cn/442/#pvareaid=6861512,9.38-16.49万,./images/by_series/442_fffabf8a.png,大众,Volkswagen
40,AION i60,AION i60,9471,-6.0,https://www.autohome.com.cn/8245/#pvareaid=6861512,10.28-13.58万,./images/by_series/8245_e2a1c542.png,埃安,Aiways（埃安）
41,问界M7,Wenjie M7,9199,2.0,https://www.autohome.com.cn/6643/#pvareaid=6861512,24.98-38.98万,./images/by_series/6643_76a0dd38.png,AITO 问界,AITO（問界）
42,极氪9X,Zeekr 9X,9058,-6.0,https://www.autohome.com.cn/7835/#pvareaid=6861512,46.59-59.99万,./images/by_series/7835_df7221ff.png,极氪,Zeekr（极氪）
43,奔驰E级,Eクラス,8928,9.0,https://www.autohome.com.cn/197/#pvareaid=6861512,37.88-59.98万,./images/by_series/197_6484f170.png,奔驰,Mercedes-Benz
44,小米YU7,YU7,8736,-13.0,https://www.autohome.com.cn/7793/#pvareaid=6861512,23.35-38.99万,./images/by_series/7793_8e1156a4.png,小米汽车,Xiaomi（小米）
45,奥迪A6L,A6L,8709,-10.0,https://www.autohome.com.cn/18/#pvareaid=6861512,32.29-55.89万,./images/by_series/18_41287a14.png,奥迪,Audi
46,星瑞,Preface,8592,7.0,https://www.autohome.com.cn/5273/#pvareaid=6861512,9.87-14.67万,./images/by_series/5273_199554b9.png,吉利汽车,Geely（吉利）
47,QQ3 EV,QQ3 EV,8523,-3.0,https://www.autohome.com.cn/8499/#pvareaid=6861512,5.89-7.89万,./images/by_series/8499_0a822237.png,奇瑞QQ,Chery（奇瑞）
48,海豹06,シール06 (Seal 06),8415,-22.0,https://www.autohome.com.cn/7588/#pvareaid=6861512,9.68-13.98万,./images/by_series/7588_ab6bcab0.png,比亚迪,BYD
49,威兰达,ウィランダー,8056,28.0,https://www.autohome.com.cn/5472/#pvareaid=6861512,16.98-23.08万,./images/by_series/5472_962ab92f.png,丰田,トヨタ
50,哈弗大狗,Big Dog,7886,-23.0,https://www.autohome.com.cn/5770/#pvareaid=6861512,12.39-14.99万,./images/by_series/5770_5257bc62.png,哈弗,Haval（哈弗）
51,奔驰GLC,GLC,7865,-6.0,https://www.autohome.com.cn/3862/#pvareaid=6861512,35.18-46.28万,./images/by_series/3862_9e5b5e4e.png,奔驰,Mercedes-Benz
52,别克至境E7,Buick Zhijing E7,7668,105.0,https://www.autohome.com.cn/8510/#pvareaid=6861512,15.99-19.99万,./images/by_series/8510_2b9b6a5d.png,别克,Buick
53,长安X5 PLUS,X5 Plus,7620,-15.0,https://www.autohome.com.cn/7552/#pvareaid=6861512,6.99-10.39万,./images/by_series/7552_cee67d18.png,长安,長安
54,海狮05 DM-i,Hai Shi 05 DM-i,7519,162.0,https://www.autohome.com.cn/7807/#pvareaid=6861512,9.79-14.28万,./images/by_series/7807_039414c6.png,比亚迪,BYD
55,极狐贝塔S3,HiPhi Beta S3,7492,,https://www.autohome.com.cn/8190/#pvareaid=6861512,8.48-12.58万,./images/by_series/8190_1c13e3af.png,ARCFOX极狐,ARCFOX（極狐）
56,赛那SIENNA,シエナ,7479,6.0,https://www.autohome.com.cn/6272/#pvareaid=6861512,29.98-39.38万,./images/by_series/6272_c7f60705.png,丰田,トヨタ
57,红旗H5,H5,7322,1.0,https://www.autohome.com.cn/4410/#pvareaid=6861512,15.98-21.58万,./images/by_series/4410_30103952.png,红旗,紅旗
58,逸动,Eado,7304,-3.0,https://www.autohome.com.cn/2429/#pvareaid=6861512,7.29-9.99万,./images/by_series/2429_4fdfc92f.png,长安,長安
59,途岳,トゥアレ (Tharu),7283,4.0,https://www.autohome.com.cn/4745/#pvareaid=6861512,12.59-21.66万,./images/by_series/4745_2e242b08.png,大众,Volkswagen
60,零跑C10,C10,7244,-36.0,https://www.autohome.com.cn/7382/#pvareaid=6861512,12.28-14.28万,./images/by_series/7382_b8d8ee10.png,零跑汽车,Leapmotor
61,瑞虎8,Tiggo 8,7099,13.0,https://www.autohome.com.cn/4693/#pvareaid=6861512,9.99-12.99万,./images/by_series/4693_5ef737a0.png,奇瑞,Chery（奇瑞）
62,银河M7,Galaxy M7,7024,241.0,https://www.autohome.com.cn/8466/#pvareaid=6861512,11.98-14.78万,./images/by_series/8466_59b11421.png,吉利银河,Geely Galaxy（吉利銀河）
63,零跑D19,Ling Pao D19,7021,35.0,https://www.autohome.com.cn/8273/#pvareaid=6861512,21.98-26.98万,./images/by_series/8273_de27ab88.png,零跑汽车,Leapmotor
64,奔驰C级,Cクラス,6839,-34.0,https://www.autohome.com.cn/588/#pvareaid=6861512,29.99-34.56万,./images/by_series/588_7509f242.png,奔驰,Mercedes-Benz
65,卡罗拉锐放,カローラクロス,6783,-28.0,https://www.autohome.com.cn/6428/#pvareaid=6861512,12.68-18.48万,./images/by_series/6428_aae9086a.png,丰田,トヨタ
66,宝马X3,X3,6771,15.0,https://www.autohome.com.cn/4658/#pvareaid=6861512,31.80-39.80万,./images/by_series/4658_e45bfe63.png,宝马,BMW
67,帝豪,Geely Emgrand,6750,-1.0,https://www.autohome.com.cn/3556/#pvareaid=6861512,6.29-9.19万,./images/by_series/3556_5bf02951.png,吉利汽车,Geely（吉利）
68,铂智3X,bZ3X,6731,-39.0,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,./images/by_series/7712_17b0f5a9.png,丰田,トヨタ
69,深蓝L06,Deepal L06,6723,17.0,https://www.autohome.com.cn/8244/#pvareaid=6861512,12.59-15.69万,./images/by_series/8244_481c5650.png,深蓝汽车,Deepal（深藍）
70,昂科威Plus,Envision Plus,6519,8.0,https://www.autohome.com.cn/3554/#pvareaid=6861512,22.99-25.99万,./images/by_series/3554_5674c06a.png,别克,Buick
71,宝马5系,5シリーズ,6491,-11.0,https://www.autohome.com.cn/65/#pvareaid=6861512,36.80-44.80万,./images/by_series/65_b36d38a9.png,宝马,BMW
72,海狮05 EV,シーライオン05 EV (Sealion 05 EV),6416,15.0,https://www.autohome.com.cn/7982/#pvareaid=6861512,11.78-14.59万,./images/by_series/7982_08d6f07e.png,比亚迪,BYD
73,零跑C11,C11,6375,-24.0,https://www.autohome.com.cn/5205/#pvareaid=6861512,14.98-16.58万,./images/by_series/5205_aecb9d39.png,零跑汽车,Leapmotor
74,奔腾小马,Pony,6334,1.0,https://www.autohome.com.cn/7231/#pvareaid=6861512,3.49-5.39万,./images/by_series/7231_1a527b9b.png,奔腾,Bestune（奔騰）
75,海豹05 DM-i,シール05 DM-i (Seal 05 DM-i),6307,22.0,https://www.autohome.com.cn/7981/#pvareaid=6861512,7.98-10.38万,./images/by_series/7981_1610014d.png,比亚迪,BYD
76,汉兰达,ハイランダー,6284,12.0,https://www.autohome.com.cn/771/#pvareaid=6861512,24.98-32.58万,./images/by_series/771_8530e9a0.png,丰田,トヨタ
77,奥迪Q5L,Q5L,6272,-23.0,https://www.autohome.com.cn/4851/#pvareaid=6861512,30.98-39.98万,./images/by_series/4851_eeb1b11e.png,奥迪,Audi
78,腾势D9,デンツァD9 (Denza D9),6145,15.0,https://www.autohome.com.cn/6669/#pvareaid=6861512,30.98-60.06万,./images/by_series/6669_ca3123d9.png,腾势,DENZA
79,极氪8X,Zeekr 8X,6103,100.0,https://www.autohome.com.cn/8148/#pvareaid=6861512,35.68-50.08万,./images/by_series/8148_eaed47fb.png,极氪,Zeekr（极氪）
80,钛3,Tai 3,6086,5.0,https://www.autohome.com.cn/7356/#pvareaid=6861512,13.38-17.78万,./images/by_series/7356_77487f26.png,方程豹,Fangchengbao（方程豹）
81,长安启源A06,Qiyuan A06,6019,-12.0,https://www.autohome.com.cn/8140/#pvareaid=6861512,10.99-14.99万,./images/by_series/8140_91dee89a.png,长安启源,長安啓源
82,乐道L80,Ladao L80,5949,,https://www.autohome.com.cn/8591/#pvareaid=6861512,24.28-27.98万,./images/by_series/8591_07501e46.png,乐道,ONVO（楽道）
83,哈弗猛龙新能源,Raptor,5856,-4.0,https://www.autohome.com.cn/7298/#pvareaid=6861512,17.38-20.88万,./images/by_series/7298_8d1e0cd8.png,哈弗,Haval（哈弗）
84,腾势Z9GT,Denza Z9GT,5842,21.0,https://www.autohome.com.cn/7659/#pvareaid=6861512,26.98-41.48万,./images/by_series/7659_98996bf7.png,腾势,DENZA
85,奥迪A3,A3,5801,-14.0,https://www.autohome.com.cn/3170/#pvareaid=6861512,16.59-20.99万,./images/by_series/3170_38faeff7.png,奥迪,Audi
86,艾瑞泽8,Arrizo 8,5775,-4.0,https://www.autohome.com.cn/6664/#pvareaid=6861512,9.99-14.89万,./images/by_series/6664_d2ad5f28.png,奇瑞,Chery（奇瑞）
87,魏牌 高山,Gaoshan,5662,-23.0,https://www.autohome.com.cn/7076/#pvareaid=6861512,27.28-35.38万,./images/by_series/7076_f28d5471.png,魏牌,WEY（魏牌）
88,firefly萤火虫,firefly,5604,3.0,https://www.autohome.com.cn/7990/#pvareaid=6861512,11.98-13.58万,./images/by_series/7990_975177d7.png,firefly萤火虫,Firefly（萤火虫）
89,极狐 阿尔法S5,ARCFOX Alpha S5,5578,-22.0,https://www.autohome.com.cn/7327/#pvareaid=6861512,10.48-17.78万,./images/by_series/7327_94a63b70.png,ARCFOX极狐,ARCFOX（極狐）
90,缤果S,Binguo S,5494,-18.0,https://www.autohome.com.cn/8189/#pvareaid=6861512,6.68-8.98万,./images/by_series/8189_66c04414.png,五菱汽车,Wuling（五菱）
91,极氪007,Zeekr 007,5335,12.0,https://www.autohome.com.cn/7491/#pvareaid=6861512,20.39-29.99万,./images/by_series/7491_9a65fc29.png,极氪,Zeekr（极氪）
92,红旗E-QM5,Hongqi E-QM5,5293,86.0,https://www.autohome.com.cn/6002/#pvareaid=6861512,8.98-23.98万,./images/by_series/6002_95d02c71.png,红旗,紅旗
93,传祺M8,Trumpchi M8,5248,-1.0,https://www.autohome.com.cn/4174/#pvareaid=6861512,18.98-23.98万,./images/by_series/4174_f458b2a2.png,广汽传祺,GAC Trumpchi（広汽伝祺）
94,亚洲龙,アバロン,5226,-29.0,https://www.autohome.com.cn/4962/#pvareaid=6861512,17.88-25.68万,./images/by_series/4962_3f11ec49.png,丰田,トヨタ
95,AION N60,AION N60,5173,196.0,https://www.autohome.com.cn/8469/#pvareaid=6861512,10.98-12.98万,./images/by_series/8469_f9f6e597.png,埃安,Aiways（埃安）
96,银河E5,Galaxy E5,5155,-23.0,https://www.autohome.com.cn/7650/#pvareaid=6861512,10.98-17.98万,./images/by_series/7650_abaa9ea1.png,吉利银河,Geely Galaxy（吉利銀河）
97,问界M8,AITO M8,5109,-40.0,https://www.autohome.com.cn/8003/#pvareaid=6861512,35.98-45.98万,./images/by_series/8003_2e550323.png,AITO 问界,AITO（問界）
98,AION RT,AION RT,5063,-8.0,https://www.autohome.com.cn/7860/#pvareaid=6861512,9.98-16.58万,./images/by_series/7860_776117ee.png,埃安,Aiways（埃安）
99,ID.ERA 9X,ID.ERA 9X,5004,69.0,https://www.autohome.com.cn/8092/#pvareaid=6861512,30.98-35.98万,./images/by_series/8092_61805e26.png,大众,Volkswagen
100,理想L6,L6,4983,-24.0,https://www.autohome.com.cn/6950/#pvareaid=6861512,24.98-27.98万,./images/by_series/6950_2d37dda3.png,理想汽车,Li Auto
