rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
28,秦PLUS,Qin PLUS,11117,-5.0,https://www.autohome.com.cn/5964/#pvareaid=6861512,7.98-17.98万,/autohome_images/028_秦PLUS.png,比亚迪,BYD
29,迈腾,マゴタン (Magotan),11085,1.0,https://www.autohome.com.cn/496/#pvareaid=6861512,17.49-24.69万,/autohome_images/029_迈腾.png,大众,Volkswagen
30,宏光MINIEV,ウーリンMINIEV,11033,-3.0,https://www.autohome.com.cn/5714/#pvareaid=6861512,3.58-5.58万,/autohome_images/030_宏光MINIEV.png,五菱汽车,Wuling（五菱）
31,AION i60,AION i60,11027,-9.0,https://www.autohome.com.cn/8245/#pvareaid=6861512,10.28-13.58万,/autohome_images/031_AION_i60.png,埃安,Aiways（埃安）
32,蔚来ES8,NIO ES8,10991,-3.0,https://www.autohome.com.cn/4427/#pvareaid=6861512,38.28-44.68万,/autohome_images/032_蔚来ES8.png,蔚来,NIO（蔚来）
33,凯美瑞,カムリ,10593,-13.0,https://www.autohome.com.cn/110/#pvareaid=6861512,17.18-25.98万,/autohome_images/033_凯美瑞.png,丰田,トヨタ
34,帕萨特,パサート (Passat),10252,3.0,https://www.autohome.com.cn/528/#pvareaid=6861512,16.45-30.98万,/autohome_images/034_帕萨特.png,大众,Volkswagen
35,零跑C10,C10,10200,-1.0,https://www.autohome.com.cn/7382/#pvareaid=6861512,12.28-14.28万,/autohome_images/035_零跑C10.png,零跑汽车,Leapmotor
36,缤越,Coolray,10197,3.0,https://www.autohome.com.cn/4701/#pvareaid=6861512,6.68-9.78万,/autohome_images/036_缤越.png,吉利汽车,Geely（吉利）
37,长城H10,Chang Cheng H10,10178,,https://www.autohome.com.cn/8586/#pvareaid=6861512,20.98-23.18万,/autohome_images/037_长城H10.png,哈弗,Haval（哈弗）
38,海鸥,シーガル (Seagull),10103,5.0,https://www.autohome.com.cn/6762/#pvareaid=6861512,6.98-8.59万,/autohome_images/038_海鸥.png,比亚迪,BYD
39,问界M9,AITO M9,10098,-6.0,https://www.autohome.com.cn/7207/#pvareaid=6861512,47.98-65.98万,/autohome_images/039_问界M9.png,AITO 问界,AITO（問界）
40,理想L6,L6,9918,125.0,https://www.autohome.com.cn/6950/#pvareaid=6861512,,/autohome_images/040_理想L6.png,理想汽车,Li Auto
41,锋兰达,フロントランダー,9848,-5.0,https://www.autohome.com.cn/6414/#pvareaid=6861512,13.28-17.28万,/autohome_images/041_锋兰达.png,丰田,トヨタ
42,宝马3系,3シリーズ,9725,-14.0,https://www.autohome.com.cn/66/#pvareaid=6861512,25.80-33.80万,/autohome_images/042_宝马3系.png,宝马,BMW
43,深蓝S05,Deepal S05,9246,19.0,https://www.autohome.com.cn/7740/#pvareaid=6861512,11.99-15.19万,/autohome_images/043_深蓝S05.png,深蓝汽车,Deepal（深藍）
44,铂智3X,bZ3X,9216,-3.0,https://www.autohome.com.cn/7712/#pvareaid=6861512,10.98-15.98万,/autohome_images/044_铂智3X.png,丰田,トヨタ
45,奔驰E级,Eクラス,9200,-5.0,https://www.autohome.com.cn/197/#pvareaid=6861512,37.88-50.98万,/autohome_images/045_奔驰E级.png,奔驰,Mercedes-Benz
46,本田CR-V,CR-V,8953,4.0,https://www.autohome.com.cn/314/#pvareaid=6861512,18.59-24.99万,/autohome_images/046_本田CR-V.png,本田,ホンダ
47,星瑞,Preface,8837,10.0,https://www.autohome.com.cn/5273/#pvareaid=6861512,9.87-14.67万,/autohome_images/047_星瑞.png,吉利汽车,Geely（吉利）
48,零跑B10,B10,8831,-2.0,https://www.autohome.com.cn/7877/#pvareaid=6861512,9.98-14.98万,/autohome_images/048_零跑B10.png,零跑汽车,Leapmotor
49,瑞虎8,Tiggo 8,8739,-1.0,https://www.autohome.com.cn/4693/#pvareaid=6861512,9.99-12.99万,/autohome_images/049_瑞虎8.png,奇瑞,Chery（奇瑞）
50,长安Lumin,Lumin,8637,8.0,https://www.autohome.com.cn/6674/#pvareaid=6861512,3.79-6.59万,/autohome_images/050_长安Lumin.png,长安启源,長安啓源
51,威兰达,ウィランダー,8631,-6.0,https://www.autohome.com.cn/5472/#pvareaid=6861512,16.98-23.08万,/autohome_images/051_威兰达.png,丰田,トヨタ
52,小鹏MONA L03,Xiao Peng MONA L03,8424,102.0,https://www.autohome.com.cn/8305/#pvareaid=6861512,12.38-15.68万,/autohome_images/052_小鹏MONA_L03.png,小鹏,Xpeng
53,小鹏MONA M03,MONA M03,8374,-22.0,https://www.autohome.com.cn/6998/#pvareaid=6861512,11.98-15.18万,/autohome_images/053_小鹏MONA_M03.png,小鹏,Xpeng
54,零跑A05,Ling Pao A05,8340,128.0,https://www.autohome.com.cn/8569/#pvareaid=6861512,6.39-9.09万,/autohome_images/054_零跑A05.png,零跑汽车,Leapmotor
55,智界V9,Zhi Jie V9,8312,-13.0,https://www.autohome.com.cn/7824/#pvareaid=6861512,38.98-51.98万,/autohome_images/055_智界V9.png,智界,Zhiji（智界）
56,长安CS75PLUS,CS75 Plus,8194,-2.0,https://www.autohome.com.cn/5179/#pvareaid=6861512,10.89-14.39万,/autohome_images/056_长安CS75PLUS.png,长安,長安
57,海狮05 DM-i,Hai Shi 05 DM-i,8185,2.0,https://www.autohome.com.cn/7807/#pvareaid=6861512,9.79-12.79万,/autohome_images/057_海狮05_DM-i.png,比亚迪,BYD
58,亚洲龙,アバロン,8101,-9.0,https://www.autohome.com.cn/4962/#pvareaid=6861512,17.88-25.68万,/autohome_images/058_亚洲龙.png,丰田,トヨタ
59,北京越野BJ30,BAIC BJ30,7944,-8.0,https://www.autohome.com.cn/5771/#pvareaid=6861512,9.99-13.99万,/autohome_images/059_北京越野BJ30.png,北京越野,Beijing Off-road（北京越野）
60,问界M6,AITO M6,7907,33.0,https://www.autohome.com.cn/8529/#pvareaid=6861512,22.98-29.98万,/autohome_images/060_问界M6.png,AITO 问界,AITO（問界）
61,奔驰GLC,GLC,7800,19.0,https://www.autohome.com.cn/3862/#pvareaid=6861512,35.18-46.28万,/autohome_images/061_奔驰GLC.png,奔驰,Mercedes-Benz
62,大唐,Da Tang,7796,44.0,https://www.autohome.com.cn/8102/#pvareaid=6861512,23.99-30.99万,/autohome_images/062_大唐.png,比亚迪,BYD
63,卡罗拉,カローラ,7311,28.0,https://www.autohome.com.cn/526/#pvareaid=6861512,11.68-15.58万,/autohome_images/063_卡罗拉.png,丰田,トヨタ
64,华境S,Hua Jing S,7306,-3.0,https://www.autohome.com.cn/8283/#pvareaid=6861512,15.98-20.68万,/autohome_images/064_华境S.png,华境,Hozon（华境）
65,海狮05 EV,シーライオン05 EV (Sealion 05 EV),7252,-13.0,https://www.autohome.com.cn/7982/#pvareaid=6861512,11.78-16.38万,/autohome_images/065_海狮05_EV.png,比亚迪,BYD
66,奥迪A6L,A6L,7228,-1.0,https://www.autohome.com.cn/18/#pvareaid=6861512,32.29-55.89万,/autohome_images/066_奥迪A6L.png,奥迪,Audi
67,小鹏GX,Xiao Peng GX,7002,-4.0,https://www.autohome.com.cn/8224/#pvareaid=6861512,27.98-35.98万,/autohome_images/067_小鹏GX.png,小鹏,Xpeng
68,帝豪,Geely Emgrand,6934,4.0,https://www.autohome.com.cn/3556/#pvareaid=6861512,6.29-9.79万,/autohome_images/068_帝豪.png,吉利汽车,Geely（吉利）
69,昂科威Plus,Envision Plus,6818,16.0,https://www.autohome.com.cn/3554/#pvareaid=6861512,22.99-25.99万,/autohome_images/069_昂科威Plus.png,别克,Buick
70,元PLUS,Atto 3,6816,-32.0,https://www.autohome.com.cn/6298/#pvareaid=6861512,11.58-14.99万,/autohome_images/070_元PLUS.png,比亚迪,BYD
71,奔驰C级,Cクラス,6742,45.0,https://www.autohome.com.cn/588/#pvareaid=6861512,29.99-34.56万,/autohome_images/071_奔驰C级.png,奔驰,Mercedes-Benz
72,赛那SIENNA,シエナ,6581,-2.0,https://www.autohome.com.cn/6272/#pvareaid=6861512,29.88-39.38万,/autohome_images/072_赛那SIENNA.png,丰田,トヨタ
73,星光L,Xing Guang L,6553,15.0,https://www.autohome.com.cn/8468/#pvareaid=6861512,11.28-13.58万,/autohome_images/073_星光L.png,五菱汽车,Wuling（五菱）
74,蔚来ES9,NIO ES9,6474,1.0,https://www.autohome.com.cn/8509/#pvareaid=6861512,49.80-62.80万,/autohome_images/074_蔚来ES9.png,蔚来,NIO（蔚来）
75,缤果S,Binguo S,6314,19.0,https://www.autohome.com.cn/8189/#pvareaid=6861512,6.68-8.98万,/autohome_images/075_缤果S.png,五菱汽车,Wuling（五菱）
76,宝马5系,5シリーズ,6302,6.0,https://www.autohome.com.cn/65/#pvareaid=6861512,36.80-44.80万,/autohome_images/076_宝马5系.png,宝马,BMW
77,理想L8,Li Auto L8,6297,1.0,https://www.autohome.com.cn/6910/#pvareaid=6861512,36.98-42.98万,/autohome_images/077_理想L8.png,理想汽车,Li Auto
78,哈弗大狗,Big Dog,6233,6.0,https://www.autohome.com.cn/5770/#pvareaid=6861512,12.39-14.99万,/autohome_images/078_哈弗大狗.png,哈弗,Haval（哈弗）
79,领克07GT,Lynk & Co 07 GT,6056,131.0,https://www.autohome.com.cn/8562/#pvareaid=6861512,15.78-17.78万,/autohome_images/079_领克07GT.png,领克,Lynk & Co
80,奥迪Q5L,Q5L,6042,3.0,https://www.autohome.com.cn/4851/#pvareaid=6861512,30.98-39.98万,/autohome_images/080_奥迪Q5L.png,奥迪,Audi
81,海豹08,Hai Bao 08,6038,103.0,https://www.autohome.com.cn/8485/#pvareaid=6861512,19.69-23.99万,/autohome_images/081_海豹08.png,比亚迪,BYD
82,零跑D19,Ling Pao D19,6034,-47.0,https://www.autohome.com.cn/8273/#pvareaid=6861512,21.98-26.98万,/autohome_images/082_零跑D19.png,零跑汽车,Leapmotor
83,坦克300新能源,Tank 300 New Energy,6025,42.0,https://www.autohome.com.cn/7210/#pvareaid=6861512,,/autohome_images/083_坦克300新能源.png,坦克,Tank（坦克）
84,逸动,Eado,6013,-3.0,https://www.autohome.com.cn/2429/#pvareaid=6861512,7.29-9.99万,/autohome_images/084_逸动.png,长安,長安
85,途岳,トゥアレ (Tharu),5930,11.0,https://www.autohome.com.cn/4745/#pvareaid=6861512,12.59-19.76万,/autohome_images/085_途岳.png,大众,Volkswagen
86,宝马X3,X3,5927,-18.0,https://www.autohome.com.cn/4658/#pvareaid=6861512,31.80-39.80万,/autohome_images/086_宝马X3.png,宝马,BMW
87,艾瑞泽8,Arrizo 8,5927,-1.0,https://www.autohome.com.cn/6664/#pvareaid=6861512,9.99-14.89万,/autohome_images/087_艾瑞泽8.png,奇瑞,Chery（奇瑞）
88,极氪007GT,Ji Ke 007 GT,5865,-32.0,https://www.autohome.com.cn/8010/#pvareaid=6861512,20.39-24.39万,/autohome_images/088_极氪007GT.png,极氪,Zeekr（极氪）
89,风云A9,Feng Yun A9,5859,,https://www.autohome.com.cn/7853/#pvareaid=6861512,10.99-16.19万,/autohome_images/089_风云A9.png,奇瑞风云,Chery Fengyun（奇瑞風雲）
90,海豹05 DM-i,シール05 DM-i (Seal 05 DM-i),5796,63.0,https://www.autohome.com.cn/7981/#pvareaid=6861512,7.98-11.58万,/autohome_images/090_海豹05_DM-i.png,比亚迪,BYD
91,零跑C16,C16,5784,-18.0,https://www.autohome.com.cn/7674/#pvareaid=6861512,14.58-18.18万,/autohome_images/091_零跑C16.png,零跑汽车,Leapmotor
92,岚图梦想家,Lantu Dreamer,5769,-2.0,https://www.autohome.com.cn/6459/#pvareaid=6861512,31.59-70.99万,/autohome_images/092_岚图梦想家.png,岚图汽车,Land Rover（岚图汽车）
93,firefly萤火虫,firefly,5718,-6.0,https://www.autohome.com.cn/7990/#pvareaid=6861512,11.98-13.58万,/autohome_images/093_firefly萤火虫.png,firefly萤火虫,firefly（萤火虫）
94,捷途X70,X70,5714,36.0,https://www.autohome.com.cn/4683/#pvareaid=6861512,9.99-14.99万,/autohome_images/094_捷途X70.png,捷途,Jetour（捷途）
95,银河星舰7,Galaxy Starship 7,5645,-24.0,https://www.autohome.com.cn/7864/#pvareaid=6861512,10.18-12.98万,/autohome_images/095_银河星舰7.png,吉利银河,Geely Galaxy（吉利銀河）
96,腾势D9,デンツァD9 (Denza D9),5532,-27.0,https://www.autohome.com.cn/6669/#pvareaid=6861512,30.98-60.06万,/autohome_images/096_腾势D9.png,腾势,DENZA
97,雅阁,アコード,5514,-21.0,https://www.autohome.com.cn/78/#pvareaid=6861512,17.98-21.48万,/autohome_images/097_雅阁.png,本田,ホンダ
98,极狐贝塔S3,Ji Hu Beta S3,5484,-32.0,https://www.autohome.com.cn/8190/#pvareaid=6861512,8.48-12.58万,/autohome_images/098_极狐贝塔S3.png,ARCFOX极狐,ARCFOX（極狐）
99,钛3,Tai 3,5471,-2.0,https://www.autohome.com.cn/7356/#pvareaid=6861512,14.38-16.98万,/autohome_images/099_钛3.png,方程豹,Fangchengbao（方程豹）
100,秦L,Qin L,5431,-45.0,https://www.autohome.com.cn/7578/#pvareaid=6861512,9.68-15.58万,/autohome_images/100_秦L.png,比亚迪,BYD
